"","PSVZbyQSVZ","AveExpr","F","P.Value","adj.P.Val"
"Gnao1",-2.57730505864398,10.7998799819009,56.2722468840054,0.0011918816880398,0.0456223007483896
"Gm13308",1.84339337924404,6.19749964603796,56.2351070434316,0.00119349401058949,0.0456223007483896
"Hmgcs1",-0.8704458530824,13.5661889765471,56.1648745410299,0.00119655166914742,0.0456223007483896
"Txn1",2.0878433889041,10.6563889468216,56.1173636396902,0.00119862659973646,0.0456223007483896
"Slc7a10",-6.09545295563462,7.83711494141249,56.1044722833864,0.00119919050583113,0.0456223007483896
"Vwa1",-4.6194864570012,5.97459318479683,55.9013938623015,0.00120812507037715,0.0458810042186518
"Bzw2",3.55684847338483,6.50552101016352,55.8062069852268,0.00121234633662618,0.0459601137668072
"Bsdc1",-1.23050616011736,8.05325034184234,55.655531850932,0.0012190724682001,0.0460821685995126
"Gm6750",2.24183217292784,11.8611199550475,55.6077109536997,0.00122121857411058,0.0460821685995126
"Nxt1",3.68232699863486,5.98691308644512,55.5094584134238,0.00122564528241965,0.0460821685995126
"Sdf2",-3.28757952976878,10.5627124704023,55.4992988653758,0.00122610434962639,0.0460821685995126
"Rdh14",-1.66935824583252,7.98899765033497,55.4660597368513,0.0012276080401666,0.0460821685995126
"Hist1h2bp",3.08074428985136,7.74028488410849,55.4479361647008,0.00122842905827033,0.0460821685995126
"Ldhb",-1.54011533736847,12.5392644583916,55.2522470278783,0.0012373452495643,0.0462943154966992
"Fus",2.22547247608646,11.6473515094634,55.2157621020394,0.00123901805180286,0.0462943154966992
"B4galt4",-2.81958516051472,3.99475508097852,55.1825099533712,0.00124054550947191,0.0462943154966992
"Lsm4",2.23138254250061,9.90130337555783,54.8997082368083,0.00125364794272207,0.0464750364782569
"Dock10",-4.95753516752805,5.41669464750304,54.8678871129719,0.00125513486401434,0.0464750364782569
"Ptbp1",3.61148839573344,9.74498882989121,54.8196860362606,0.00125739208465587,0.0464750364782569
"Zeb2",2.91096204959085,9.36629704193107,54.7847056444941,0.00125903390095578,0.0464750364782569
"Papss2",-4.6646171850635,7.6797310493538,54.7781818588314,0.00125934044302366,0.0464750364782569
"Yeats2",3.38797505583608,5.37271206543587,54.7425983449156,0.00126101437271797,0.0464750364782569
"Ctsl",-2.1090760525209,9.84683223982458,54.714399762165,0.00126234320496563,0.0464750364782569
"Trip11",5.32025213185726,5.77538434487587,54.7071465491503,0.0012626853362783,0.0464750364782569
"Gm15501",3.2472103449365,10.8082485570698,54.4706530900963,0.00127391517849361,0.0468082166867013
"Fbxo10",-2.12972401284719,7.60221692940576,54.2865027219437,0.00128276071239542,0.0470445228665182
"Btg2",3.54519697916138,7.72211773666101,54.2458883526211,0.00128472365306565,0.0470445228665182
"Orc6",2.03526554563361,8.42570957205725,54.1707972800601,0.0012883644531673,0.0470976087088964
"Cdkn3",5.33963278987564,4.99174448982518,54.0588645613669,0.00129381952993994,0.0471947800193385
"Cdh19",-4.72853680850926,4.94923090497579,54.0262811223389,0.00129541382700208,0.0471947800193385
"Pnpla2",-2.21060944363458,6.2501663195656,53.8776600197743,0.00130272228513662,0.0473807369188014
"Oat",-1.45612294039552,10.0471491431654,53.6601701622177,0.00131352626647487,0.0476929849626305
"Mki67",7.52360410547718,9.51755459134981,53.5690644532889,0.00131809089344719,0.0477780164496583
"Glce",3.6431759898922,4.23119422511139,53.4507917821152,0.00132405125599122,0.0478707798385559
"Sdc1",5.42892089939079,5.87123376128874,53.4299794292942,0.00132510416394235,0.0478707798385559
"Rpl22",2.66222505481181,11.6374570452236,52.993530120302,0.00134746877460815,0.0485340676051155
"Mcrs1",4.25776844424829,5.35940078001863,52.9836697671536,0.00134798038428723,0.0485340676051155
"Ruvbl1",4.38881109686407,6.66042147509391,52.8771399382156,0.00135352585863202,0.0486522380121996
"Naga",-3.32749742096018,8.92473440357946,52.4471906045618,0.00137624875590758,0.0493224508725226
"Tmem47",-2.97927630228025,10.5393305295185,52.4376239707004,0.0013767606663649,0.0493224508725226
"Grid2",-4.56766007654717,5.6252354507472,52.3541681536807,0.00138123819241895,0.0493249793413109
"Tial1",1.14073536081366,8.5735590545834,52.3507751322661,0.00138142068218047,0.0493249793413109
