"","GeneL","modulesA1L"
"7825","RPL21P43","HuAgeGBsplit_03"
"7826","ERICH4","HuAgeGBsplit_01"
"7827","OR52K3P","HuAgeGBsplit_01"
"7828","AL049794.2","HuAgeGBsplit_01"
"7829","CCDC154","HuAgeGBsplit_11"
"7830","ARSF","HuAgeGBsplit_06"
"7831","FAM49A","HuAgeGBsplit_02"
"7832","H1FX-AS1","HuAgeGBsplit_02"
"7833","SCUBE3","HuAgeGBsplit_01"
"7834","AC079807.1","HuAgeGBsplit_01"
"7835","SWSAP1","HuAgeGBsplit_01"
"7836","SLC35G5","HuAgeGBsplit_01"
"7837","FAM155B","HuAgeGBsplit_02"
"7838","CRMP1","HuAgeGBsplit_01"
"7839","GAS6","HuAgeGBsplit_16"
"7840","TRAV8-6","HuAgeGBsplit_02"
"7841","UNC5CL","HuAgeGBsplit_01"
"7842","TOMM20P3","HuAgeGBsplit_08"
"7843","PIEZO1","HuAgeGBsplit_02"
"7844","ZNF853","HuAgeGBsplit_17"
"7845","AC007450.3","HuAgeGBsplit_01"
"7846","NBPF2P","HuAgeGBsplit_02"
"7847","MATN4","HuAgeGBsplit_24"
"7848","AC008771.1","HuAgeGBsplit_10"
"7849","AC103736.1","HuAgeGBsplit_07"
"7850","AL121845.2","HuAgeGBsplit_02"
"7851","BSN-AS2","HuAgeGBsplit_02"
"7852","KCNK1","HuAgeGBsplit_08"
"7853","RPL12","HuAgeGBsplit_10"
"7854","AP000785.2","HuAgeGBsplit_11"
"7855","MPZL1","HuAgeGBsplit_02"
"7856","AC104073.1","HuAgeGBsplit_35"
"7857","AC009005.1","HuAgeGBsplit_01"
"7858","FENDRR","HuAgeGBsplit_07"
"7859","PNMA1","HuAgeGBsplit_12"
"7860","DAPK1","HuAgeGBsplit_06"
"7861","DPY19L2P5","HuAgeGBsplit_22"
"7862","SBSPON","HuAgeGBsplit_02"
"7863","ITPKC","HuAgeGBsplit_02"
"7864","AC131009.1","HuAgeGBsplit_02"
"7865","C2orf27A","HuAgeGBsplit_24"
"7866","QPCT","HuAgeGBsplit_03"
"7867","RPLP1","HuAgeGBsplit_10"
"7868","CARD6","HuAgeGBsplit_01"
"7869","GNG7","HuAgeGBsplit_01"
"7870","ZFAND5","HuAgeGBsplit_06"
"7871","POLR2F","HuAgeGBsplit_07"
"7872","AC009804.1","HuAgeGBsplit_33"
"7873","NIPSNAP3B","HuAgeGBsplit_06"
"7874","PDLIM5","HuAgeGBsplit_02"
"7875","AC245060.6","HuAgeGBsplit_07"
"7876","DHFR","HuAgeGBsplit_10"
"7877","SLC8A2","HuAgeGBsplit_02"
"7878","BCAT2","HuAgeGBsplit_01"
"7879","SIGLEC26P","HuAgeGBsplit_02"
"7880","AC099654.7","HuAgeGBsplit_31"
"7881","AL132640.1","HuAgeGBsplit_12"
"7882","RNU6-1074P","HuAgeGBsplit_02"
"7883","TPST2","HuAgeGBsplit_09"
"7884","ZBP1","HuAgeGBsplit_13"
"7885","AQP7P1","HuAgeGBsplit_01"
"7886","AC104964.3","HuAgeGBsplit_08"
"7887","AL590762.2","HuAgeGBsplit_28"
"7888","RBM38","HuAgeGBsplit_01"
"7889","MYO1A","HuAgeGBsplit_19"
"7890","TGM5","HuAgeGBsplit_01"
"7891","RECQL4","HuAgeGBsplit_02"
"7892","AL590808.1","HuAgeGBsplit_04"
"7893","HSD3BP5","HuAgeGBsplit_01"
"7894","TRAJ40","HuAgeGBsplit_01"
"7895","SLC17A9","HuAgeGBsplit_27"
"7896","RTKN","HuAgeGBsplit_01"
"7897","PALMD","HuAgeGBsplit_16"
"7898","TMEM44-AS1","HuAgeGBsplit_02"
"7899","NRP1","HuAgeGBsplit_02"
"7900","PLEKHH1","HuAgeGBsplit_12"
"7901","AC244102.2","HuAgeGBsplit_02"
"7902","AL356218.2","HuAgeGBsplit_02"
"7903","AC138150.1","HuAgeGBsplit_02"
"7904","NAAA","HuAgeGBsplit_02"
"7905","TRBV23-1","HuAgeGBsplit_02"
"7906","RPS27","HuAgeGBsplit_10"
"7907","HINT1P1","HuAgeGBsplit_24"
"7908","SPATA6","HuAgeGBsplit_02"
"7909","MIR3169","HuAgeGBsplit_03"
"7910","MVP","HuAgeGBsplit_09"
"7911","IGF2BP2","HuAgeGBsplit_09"
"7912","C9orf170","HuAgeGBsplit_06"
"7913","FAM69B","HuAgeGBsplit_06"
"7914","PYCARD","HuAgeGBsplit_30"
"7915","ACRBP","HuAgeGBsplit_01"
"7916","AC083837.1","HuAgeGBsplit_29"
"7917","LITAF","HuAgeGBsplit_24"
"7918","MMACHC","HuAgeGBsplit_02"
"7919","SLC7A1","HuAgeGBsplit_02"
"7920","TCF7","HuAgeGBsplit_16"
"7921","RNU6-1115P","HuAgeGBsplit_05"
"7922","GOLM1","HuAgeGBsplit_06"
"7923","ISOC1","HuAgeGBsplit_02"
"7924","AC104687.2","HuAgeGBsplit_01"
"7925","ANXA2P3","HuAgeGBsplit_03"
"7926","TMEM2","HuAgeGBsplit_01"
"7927","AL512306.3","HuAgeGBsplit_01"
"7928","ACOX2","HuAgeGBsplit_27"
"7929","FAM57A","HuAgeGBsplit_01"
"7930","AC107027.3","HuAgeGBsplit_02"
"7931","HSD17B7","HuAgeGBsplit_02"
"7932","MAT1A","HuAgeGBsplit_01"
"7933","AP000808.2","HuAgeGBsplit_30"
"7934","FAM177B","HuAgeGBsplit_01"
"7935","KDELR3","HuAgeGBsplit_01"
"7936","AL355863.1","HuAgeGBsplit_03"
"7937","FHL1","HuAgeGBsplit_02"
"7938","AL606760.1","HuAgeGBsplit_02"
"7939","EEF1GP7","HuAgeGBsplit_02"
"7940","PLXNB1","HuAgeGBsplit_02"
"7941","AC005586.2","HuAgeGBsplit_01"
"7942","BX640514.2","HuAgeGBsplit_29"
"7943","SLC25A41","HuAgeGBsplit_02"
"7944","AC093249.1","HuAgeGBsplit_20"
"7945","MAN1A2P1","HuAgeGBsplit_01"
"7946","PGBD4P8","HuAgeGBsplit_01"
"7947","CELSR1","HuAgeGBsplit_11"
"7948","HMCN2","HuAgeGBsplit_01"
"7949","RNU6-225P","HuAgeGBsplit_01"
"7950","LINC00601","HuAgeGBsplit_02"
"7951","FPR1","HuAgeGBsplit_01"
"7952","CCNE1","HuAgeGBsplit_02"
"7953","AL355482.1","HuAgeGBsplit_02"
"7954","AC008033.2","HuAgeGBsplit_02"
"7955","AL359834.1","HuAgeGBsplit_03"
"7956","AC096536.1","HuAgeGBsplit_22"
"7957","OVOL3","HuAgeGBsplit_04"
"7958","AC010883.1","HuAgeGBsplit_02"
"7959","RPS19P1","HuAgeGBsplit_14"
"7960","CHCHD7","HuAgeGBsplit_09"
"7961","AC004023.1","HuAgeGBsplit_24"
"7962","SALL2","HuAgeGBsplit_12"
"7963","APCDD1L","HuAgeGBsplit_27"
"7964","KRT75","HuAgeGBsplit_02"
"7965","NCDN","HuAgeGBsplit_02"
"7966","AF064858.2","HuAgeGBsplit_02"
"7967","AC005840.3","HuAgeGBsplit_02"
"7968","RNU6-416P","HuAgeGBsplit_16"
"7969","ANXA9","HuAgeGBsplit_02"
"7970","AC124248.1","HuAgeGBsplit_01"
"7971","STK4-AS1","HuAgeGBsplit_22"
"7972","IGHV2-70D","HuAgeGBsplit_02"
"7973","AL133304.2","HuAgeGBsplit_05"
"7974","MAP3K8","HuAgeGBsplit_02"
"7975","RNU6-1088P","HuAgeGBsplit_02"
"7976","HYAL2","HuAgeGBsplit_01"
"7977","CNN3","HuAgeGBsplit_01"
"7978","AC010631.1","HuAgeGBsplit_04"
"7979","HCG27","HuAgeGBsplit_06"
"7980","AC087491.1","HuAgeGBsplit_01"
"7981","RPS24","HuAgeGBsplit_10"
"7982","ARHGEF17","HuAgeGBsplit_06"
"7983","AC104115.1","HuAgeGBsplit_09"
"7984","AF196972.1","HuAgeGBsplit_14"
"7985","DPRXP6","HuAgeGBsplit_02"
"7986","LSP1P1","HuAgeGBsplit_02"
"7987","TOX3","HuAgeGBsplit_01"
"7988","SFT2D2","HuAgeGBsplit_02"
"7989","AC078842.1","HuAgeGBsplit_17"
"7990","RN7SL804P","HuAgeGBsplit_19"
"7991","AC018647.2","HuAgeGBsplit_07"
"7992","REXO1L1P","HuAgeGBsplit_01"
"7993","RNU6-1219P","HuAgeGBsplit_01"
"7994","HMGN2P6","HuAgeGBsplit_01"
"7995","PARD6A","HuAgeGBsplit_01"
"7996","AL109945.1","HuAgeGBsplit_02"
"7997","SLCO1A2","HuAgeGBsplit_01"
"7998","RN7SKP64","HuAgeGBsplit_01"
"7999","YWHAQP7","HuAgeGBsplit_01"
"8000","ADD3","HuAgeGBsplit_15"
"8001","AC253576.1","HuAgeGBsplit_01"
"8002","AL138899.2","HuAgeGBsplit_07"
"8003","AC245884.4","HuAgeGBsplit_02"
"8004","ZNF582-AS1","HuAgeGBsplit_02"
"8005","AL121601.1","HuAgeGBsplit_02"
"8006","MIDN","HuAgeGBsplit_01"
"8007","TRAV8-4","HuAgeGBsplit_04"
"8008","TMEM191A","HuAgeGBsplit_01"
"8009","AC010551.3","HuAgeGBsplit_02"
"8010","B3GNT10","HuAgeGBsplit_06"
"8011","CPAMD8","HuAgeGBsplit_01"
"8012","ASPHD2","HuAgeGBsplit_07"
"8013","ZNF774","HuAgeGBsplit_01"
"8014","SEPT7P3","HuAgeGBsplit_14"
"8015","KRT18P14","HuAgeGBsplit_18"
"8016","DPPA5P1","HuAgeGBsplit_01"
"8017","PIP5KL1","HuAgeGBsplit_02"
"8018","PARP3","HuAgeGBsplit_01"
"8019","AC018521.5","HuAgeGBsplit_01"
"8020","GPM6A","HuAgeGBsplit_02"
"8021","MCM7","HuAgeGBsplit_07"
"8022","FHL3","HuAgeGBsplit_27"
"8023","AC099754.1","HuAgeGBsplit_02"
"8024","AC009065.4","HuAgeGBsplit_02"
"8025","ATN1","HuAgeGBsplit_01"
"8026","TSPAN6","HuAgeGBsplit_01"
"8027","ORM1","HuAgeGBsplit_29"
"8028","FAM111B","HuAgeGBsplit_30"
"8029","MIR548AI","HuAgeGBsplit_03"
"8030","MYADM","HuAgeGBsplit_01"
"8031","AL731569.1","HuAgeGBsplit_15"
"8032","ZFHX4","HuAgeGBsplit_02"
"8033","AL807752.1","HuAgeGBsplit_06"
"8034","NID2","HuAgeGBsplit_01"
"8035","AL121890.4","HuAgeGBsplit_19"
"8036","CDC42BPG","HuAgeGBsplit_08"
"8037","AC010327.5","HuAgeGBsplit_02"
"8038","LINC02308","HuAgeGBsplit_01"
"8039","ADAM19","HuAgeGBsplit_13"
"8040","HRAS","HuAgeGBsplit_18"
"8041","AC009237.9","HuAgeGBsplit_01"
"8042","PPAT","HuAgeGBsplit_19"
"8043","CTU1","HuAgeGBsplit_02"
"8044","ACVRL1","HuAgeGBsplit_02"
"8045","ADAMTSL4","HuAgeGBsplit_09"
"8046","SPRY3","HuAgeGBsplit_02"
"8047","AC103808.6","HuAgeGBsplit_28"
"8048","LINC00863","HuAgeGBsplit_15"
"8049","CCT6A","HuAgeGBsplit_07"
"8050","BDH2","HuAgeGBsplit_02"
"8051","AC063923.2","HuAgeGBsplit_13"
"8052","MAP2","HuAgeGBsplit_01"
"8053","ABHD2","HuAgeGBsplit_01"
"8054","RNU7-26P","HuAgeGBsplit_21"
"8055","UNG","HuAgeGBsplit_01"
"8056","IGHVIII-22-2","HuAgeGBsplit_03"
"8057","PCSK4","HuAgeGBsplit_01"
"8058","COCH","HuAgeGBsplit_35"
"8059","OVGP1","HuAgeGBsplit_02"
"8060","ETNK1","HuAgeGBsplit_19"
"8061","UBE2Q2P9","HuAgeGBsplit_01"
"8062","LTBP3","HuAgeGBsplit_02"
"8063","HNRNPA3P6","HuAgeGBsplit_38"
"8064","AGFG2","HuAgeGBsplit_07"
"8065","ADGRB2","HuAgeGBsplit_02"
"8066","LINC02375","HuAgeGBsplit_33"
"8067","LINC01254","HuAgeGBsplit_02"
"8068","KLHL25","HuAgeGBsplit_06"
"8069","LINC00320","HuAgeGBsplit_02"
"8070","GPR151","HuAgeGBsplit_02"
"8071","TRAV9-2","HuAgeGBsplit_13"
"8072","SDHAP3","HuAgeGBsplit_10"
"8073","AC005845.1","HuAgeGBsplit_33"
"8074","GNRH1","HuAgeGBsplit_02"
"8075","RINL","HuAgeGBsplit_02"
"8076","LINC01970","HuAgeGBsplit_02"
"8077","FAM110B","HuAgeGBsplit_01"
"8078","PICK1","HuAgeGBsplit_02"
"8079","TRAV10","HuAgeGBsplit_01"
"8080","CYB5R1","HuAgeGBsplit_01"
"8081","CTSG","HuAgeGBsplit_25"
"8082","AC092999.1","HuAgeGBsplit_01"
"8083","NANP","HuAgeGBsplit_19"
"8084","ELOBP2","HuAgeGBsplit_25"
"8085","AL135925.1","HuAgeGBsplit_15"
"8086","AL390719.1","HuAgeGBsplit_02"
"8087","AC012146.3","HuAgeGBsplit_02"
"8088","SSFA2","HuAgeGBsplit_01"
"8089","C17orf51","HuAgeGBsplit_18"
"8090","NDUFAF8","HuAgeGBsplit_11"
"8091","BHLHA9","HuAgeGBsplit_01"
"8092","HTRA3","HuAgeGBsplit_01"
"8093","AC138393.2","HuAgeGBsplit_01"
"8094","ATP5ME","HuAgeGBsplit_01"
"8095","SLC5A9","HuAgeGBsplit_01"
"8096","GAPDHP32","HuAgeGBsplit_20"
"8097","LCE1D","HuAgeGBsplit_19"
"8098","HRASLS5","HuAgeGBsplit_01"
"8099","KRT10","HuAgeGBsplit_11"
"8100","RPS3A","HuAgeGBsplit_10"
"8101","MIR6068","HuAgeGBsplit_06"
"8102","SIRPA","HuAgeGBsplit_19"
"8103","INF2","HuAgeGBsplit_12"
"8104","RDH10","HuAgeGBsplit_02"
"8105","ASAP3","HuAgeGBsplit_02"
"8106","LINC02106","HuAgeGBsplit_11"
"8107","ZNF121","HuAgeGBsplit_02"
"8108","FAM90A11P","HuAgeGBsplit_01"
"8109","SLC4A8","HuAgeGBsplit_01"
"8110","OAS1","HuAgeGBsplit_13"
"8111","U91328.1","HuAgeGBsplit_02"
"8112","AC004590.1","HuAgeGBsplit_01"
"8113","CLIC6","HuAgeGBsplit_09"
"8114","TPGS1","HuAgeGBsplit_01"
"8115","TRO","HuAgeGBsplit_02"
"8116","AC026410.3","HuAgeGBsplit_06"
"8117","AC005520.4","HuAgeGBsplit_34"
"8118","FSD1","HuAgeGBsplit_18"
"8119","FAM86JP","HuAgeGBsplit_18"
"8120","SNORA48B","HuAgeGBsplit_04"
"8121","AC010655.1","HuAgeGBsplit_20"
"8122","GSN","HuAgeGBsplit_27"
"8123","AC244098.3","HuAgeGBsplit_26"
"8124","BX255925.3","HuAgeGBsplit_06"
"8125","NPAS1","HuAgeGBsplit_02"
"8126","AC093840.1","HuAgeGBsplit_09"
"8127","CNN2P3","HuAgeGBsplit_01"
"8128","PSPN","HuAgeGBsplit_02"
"8129","LINC02082","HuAgeGBsplit_09"
"8130","AP001005.2","HuAgeGBsplit_21"
"8131","PDE1B","HuAgeGBsplit_35"
"8132","ZBTB11-AS1","HuAgeGBsplit_02"
"8133","AC098828.2","HuAgeGBsplit_14"
"8134","RAB24","HuAgeGBsplit_38"
"8135","PIK3R3","HuAgeGBsplit_12"
"8136","GLRA3","HuAgeGBsplit_02"
"8137","AC174065.1","HuAgeGBsplit_02"
"8138","AC012074.1","HuAgeGBsplit_01"
"8139","ARHGAP33","HuAgeGBsplit_02"
"8140","ZNF331","HuAgeGBsplit_01"
"8141","SMO","HuAgeGBsplit_01"
"8142","GNAS","HuAgeGBsplit_19"
"8143","AC136475.1","HuAgeGBsplit_02"
"8144","SYTL1","HuAgeGBsplit_08"
"8145","AC135506.1","HuAgeGBsplit_02"
"8146","C10orf142","HuAgeGBsplit_01"
"8147","CAVIN4","HuAgeGBsplit_02"
"8148","AC073210.1","HuAgeGBsplit_02"
"8149","AC093323.3","HuAgeGBsplit_09"
"8150","ATXN7L2","HuAgeGBsplit_02"
"8151","APC2","HuAgeGBsplit_02"
"8152","RBM26-AS1","HuAgeGBsplit_17"
"8153","EPSTI1","HuAgeGBsplit_13"
"8154","AC004899.1","HuAgeGBsplit_02"
"8155","AC090241.3","HuAgeGBsplit_01"
"8156","NCOA4P2","HuAgeGBsplit_33"
"8157","MIR5680","HuAgeGBsplit_01"
"8158","COQ10A","HuAgeGBsplit_01"
"8159","AC069213.2","HuAgeGBsplit_08"
"8160","MPC1","HuAgeGBsplit_01"
"8161","IFNA22P","HuAgeGBsplit_13"
"8162","IRF2BPL","HuAgeGBsplit_12"
"8163","TSHZ3","HuAgeGBsplit_02"
"8164","AC093297.2","HuAgeGBsplit_10"
"8165","RCN3","HuAgeGBsplit_01"
"8166","AC003005.2","HuAgeGBsplit_02"
"8167","CRYZ","HuAgeGBsplit_02"
"8168","SEMA6C","HuAgeGBsplit_01"
"8169","UBL4A","HuAgeGBsplit_19"
"8170","SLC25A6","HuAgeGBsplit_01"
"8171","PPIAP74","HuAgeGBsplit_20"
"8172","CLDN34","HuAgeGBsplit_25"
"8173","RNA5SP463","HuAgeGBsplit_21"
"8174","NPIPA1","HuAgeGBsplit_07"
"8175","AC110799.1","HuAgeGBsplit_01"
"8176","CCDC114","HuAgeGBsplit_20"
"8177","RNU6-1144P","HuAgeGBsplit_02"
"8178","CLSTN2","HuAgeGBsplit_10"
"8179","MANF","HuAgeGBsplit_01"
"8180","LINC01158","HuAgeGBsplit_33"
"8181","TREH","HuAgeGBsplit_02"
"8182","OR7E26P","HuAgeGBsplit_02"
"8183","STAT2","HuAgeGBsplit_13"
"8184","CLDN7","HuAgeGBsplit_27"
"8185","CSF1R","HuAgeGBsplit_02"
"8186","HERPUD1","HuAgeGBsplit_02"
"8187","PLEC","HuAgeGBsplit_01"
"8188","AC137630.1","HuAgeGBsplit_02"
"8189","PPP1R2P6","HuAgeGBsplit_01"
"8190","AC098484.2","HuAgeGBsplit_12"
"8191","CYP3A5","HuAgeGBsplit_02"
"8192","MAP1LC3B2","HuAgeGBsplit_08"
"8193","AL512357.1","HuAgeGBsplit_16"
"8194","SIRPB2","HuAgeGBsplit_01"
"8195","CDKN2D","HuAgeGBsplit_02"
"8196","TRAV1-2","HuAgeGBsplit_03"
"8197","PRRT1","HuAgeGBsplit_18"
"8198","MMP8","HuAgeGBsplit_29"
"8199","PHKA1","HuAgeGBsplit_02"
"8200","GABRA4","HuAgeGBsplit_35"
"8201","Z83847.1","HuAgeGBsplit_22"
"8202","SIPA1L2","HuAgeGBsplit_02"
"8203","YWHABP1","HuAgeGBsplit_02"
"8204","GALC","HuAgeGBsplit_12"
"8205","AP000845.1","HuAgeGBsplit_02"
"8206","RSPH1","HuAgeGBsplit_08"
"8207","PPP1R32","HuAgeGBsplit_20"
"8208","ZNF266","HuAgeGBsplit_01"
"8209","NLRC5","HuAgeGBsplit_13"
"8210","RAPGEFL1","HuAgeGBsplit_11"
"8211","SLC22A18","HuAgeGBsplit_29"
"8212","RPS4XP6","HuAgeGBsplit_01"
"8213","BEND4","HuAgeGBsplit_24"
"8214","CDH6","HuAgeGBsplit_01"
"8215","PAXIP1-AS1","HuAgeGBsplit_07"
"8216","PNMA6E","HuAgeGBsplit_01"
"8217","SH3GL2","HuAgeGBsplit_13"
"8218","CR848007.3","HuAgeGBsplit_02"
"8219","AC104784.1","HuAgeGBsplit_19"
"8220","MYL5","HuAgeGBsplit_08"
"8221","LTBP2","HuAgeGBsplit_01"
"8222","RPL36","HuAgeGBsplit_10"
"8223","CACNG1","HuAgeGBsplit_01"
"8224","CACNG5","HuAgeGBsplit_01"
"8225","PLEKHG2","HuAgeGBsplit_01"
"8226","SERPINB1","HuAgeGBsplit_30"
"8227","KRT17P4","HuAgeGBsplit_01"
"8228","CCDC116","HuAgeGBsplit_01"
"8229","AL772155.3","HuAgeGBsplit_18"
"8230","AC098868.1","HuAgeGBsplit_19"
"8231","AL583722.1","HuAgeGBsplit_02"
"8232","RNU6-506P","HuAgeGBsplit_08"
"8233","SPATA2L","HuAgeGBsplit_01"
"8234","GAMT","HuAgeGBsplit_11"
"8235","REN","HuAgeGBsplit_01"
"8236","SEMA4A","HuAgeGBsplit_13"
"8237","RCAN2","HuAgeGBsplit_01"
"8238","RAB13","HuAgeGBsplit_02"
"8239","SNRPD2P2","HuAgeGBsplit_02"
"8240","AC092128.1","HuAgeGBsplit_16"
"8241","SNX18P10","HuAgeGBsplit_36"
"8242","TRAV18","HuAgeGBsplit_04"
"8243","TIGD4","HuAgeGBsplit_03"
"8244","AP000873.2","HuAgeGBsplit_02"
"8245","LINC01547","HuAgeGBsplit_17"
"8246","AC004233.1","HuAgeGBsplit_01"
"8247","JDP2","HuAgeGBsplit_01"
"8248","NEIL1","HuAgeGBsplit_02"
"8249","HNRNPA1P46","HuAgeGBsplit_02"
"8250","PTPRH","HuAgeGBsplit_27"
"8251","CSN1S1","HuAgeGBsplit_33"
"8252","AL157777.2","HuAgeGBsplit_04"
"8253","AC108120.2","HuAgeGBsplit_25"
"8254","RPL34","HuAgeGBsplit_10"
"8255","AC073592.2","HuAgeGBsplit_16"
"8256","LRP3","HuAgeGBsplit_02"
"8257","IGHV1-58","HuAgeGBsplit_01"
"8258","TRAV29DV5","HuAgeGBsplit_03"
"8259","PPY","HuAgeGBsplit_01"
"8260","ENDOD1","HuAgeGBsplit_14"
"8261","LENG8","HuAgeGBsplit_01"
"8262","LENG8-AS1","HuAgeGBsplit_02"
"8263","CNMD","HuAgeGBsplit_16"
"8264","TMPRSS3","HuAgeGBsplit_02"
"8265","EIF4BP7","HuAgeGBsplit_01"
"8266","PHC1","HuAgeGBsplit_01"
"8267","CEBPG","HuAgeGBsplit_02"
"8268","AC069222.1","HuAgeGBsplit_02"
"8269","CXCL16","HuAgeGBsplit_01"
"8270","RN7SKP44","HuAgeGBsplit_20"
"8271","DDX11L10","HuAgeGBsplit_01"
"8272","ZBTB47","HuAgeGBsplit_01"
"8273","RTN4R","HuAgeGBsplit_01"
"8274","EIF1P3","HuAgeGBsplit_02"
"8275","DCUN1D2","HuAgeGBsplit_16"
"8276","RF00283","HuAgeGBsplit_31"
"8277","JAML","HuAgeGBsplit_01"
"8278","SDSL","HuAgeGBsplit_02"
"8279","CRIP1","HuAgeGBsplit_02"
"8280","BRINP1","HuAgeGBsplit_01"
"8281","MYO1G","HuAgeGBsplit_13"
"8282","BX119927.1","HuAgeGBsplit_02"
"8283","AP001267.2","HuAgeGBsplit_14"
"8284","RPL31","HuAgeGBsplit_10"
"8285","ZNF239","HuAgeGBsplit_15"
"8286","SLC9A3R2","HuAgeGBsplit_06"
"8287","RFK","HuAgeGBsplit_06"
"8288","RASA4CP","HuAgeGBsplit_09"
"8289","C8orf58","HuAgeGBsplit_01"
"8290","PTOV1","HuAgeGBsplit_01"
"8291","FAM86DP","HuAgeGBsplit_18"
"8292","PLK5","HuAgeGBsplit_02"
"8293","SHISA4","HuAgeGBsplit_01"
"8294","KCTD11","HuAgeGBsplit_01"
"8295","AC010203.2","HuAgeGBsplit_16"
"8296","TDRKH-AS1","HuAgeGBsplit_01"
"8297","NR1D2","HuAgeGBsplit_07"
"8298","SERTM1","HuAgeGBsplit_01"
"8299","UBBP3","HuAgeGBsplit_01"
"8300","AC006971.1","HuAgeGBsplit_07"
"8301","ATP2B1","HuAgeGBsplit_01"
"8302","AC096720.2","HuAgeGBsplit_02"
"8303","CD1E","HuAgeGBsplit_02"
"8304","MREG","HuAgeGBsplit_06"
"8305","EMX1","HuAgeGBsplit_16"
"8306","AP003115.1","HuAgeGBsplit_09"
"8307","CCR4","HuAgeGBsplit_13"
"8308","GPAM","HuAgeGBsplit_15"
"8309","GPCPD1","HuAgeGBsplit_01"
"8310","RNU1-1","HuAgeGBsplit_02"
"8311","KCNJ14","HuAgeGBsplit_02"
"8312","PIM3","HuAgeGBsplit_07"
"8313","CDC37P2","HuAgeGBsplit_02"
"8314","IGKV3D-20","HuAgeGBsplit_01"
"8315","GPX7","HuAgeGBsplit_01"
"8316","LINC002481","HuAgeGBsplit_01"
"8317","HMGB3P32","HuAgeGBsplit_04"
"8318","YAP1","HuAgeGBsplit_01"
"8319","BACE2","HuAgeGBsplit_02"
"8320","TMEM63A","HuAgeGBsplit_02"
"8321","MIR6127","HuAgeGBsplit_02"
"8322","AC009053.4","HuAgeGBsplit_18"
"8323","IRF8","HuAgeGBsplit_30"
"8324","LINC01778","HuAgeGBsplit_18"
"8325","AC068768.1","HuAgeGBsplit_02"
"8326","AL391650.1","HuAgeGBsplit_02"
"8327","RAD51AP1","HuAgeGBsplit_30"
"8328","AC092070.2","HuAgeGBsplit_02"
"8329","HIGD1AP10","HuAgeGBsplit_20"
"8330","SLC25A4","HuAgeGBsplit_01"
"8331","AP001257.1","HuAgeGBsplit_02"
"8332","LINC02073","HuAgeGBsplit_11"
"8333","ZNF285B","HuAgeGBsplit_19"
"8334","RNU4-28P","HuAgeGBsplit_01"
"8335","C19orf48","HuAgeGBsplit_01"
"8336","AP000708.1","HuAgeGBsplit_01"
"8337","AP001029.1","HuAgeGBsplit_01"
"8338","RPS14","HuAgeGBsplit_10"
"8339","PRR34","HuAgeGBsplit_07"
"8340","TRAV27","HuAgeGBsplit_04"
"8341","ECHDC3","HuAgeGBsplit_02"
"8342","AC008543.4","HuAgeGBsplit_01"
"8343","AC091932.2","HuAgeGBsplit_27"
"8344","TRBV23OR9-2","HuAgeGBsplit_02"
"8345","ZNF337","HuAgeGBsplit_19"
"8346","LINGO1","HuAgeGBsplit_01"
"8347","CKAP2","HuAgeGBsplit_17"
"8348","PDE8A","HuAgeGBsplit_02"
"8349","RN7SL567P","HuAgeGBsplit_15"
"8350","ILK","HuAgeGBsplit_01"
"8351","AMY2B","HuAgeGBsplit_01"
"8352","MT-ND5","HuAgeGBsplit_01"
"8353","ELOCP2","HuAgeGBsplit_06"
"8354","AL358472.2","HuAgeGBsplit_02"
"8355","RNU6ATAC11P","HuAgeGBsplit_02"
"8356","USP27X","HuAgeGBsplit_01"
"8357","FAM111A-DT","HuAgeGBsplit_13"
"8358","AC018659.1","HuAgeGBsplit_03"
"8359","GUCY1A2","HuAgeGBsplit_01"
"8360","CMTM3","HuAgeGBsplit_01"
"8361","LINC00836","HuAgeGBsplit_02"
"8362","COQ8A","HuAgeGBsplit_02"
"8363","KIAA0930","HuAgeGBsplit_07"
"8364","H2AFX","HuAgeGBsplit_14"
"8365","UBE2L6","HuAgeGBsplit_13"
"8366","CBX1P4","HuAgeGBsplit_01"
"8367","RPL7A","HuAgeGBsplit_10"
"8368","MRPL51","HuAgeGBsplit_02"
"8369","PSMB10","HuAgeGBsplit_01"
"8370","RN7SL546P","HuAgeGBsplit_01"
"8371","F11R","HuAgeGBsplit_33"
"8372","TUBB4B","HuAgeGBsplit_06"
"8373","CASP1","HuAgeGBsplit_13"
"8374","CD3E","HuAgeGBsplit_13"
"8375","RIC8A","HuAgeGBsplit_18"
"8376","NSUN5P1","HuAgeGBsplit_17"
"8377","AC245297.3","HuAgeGBsplit_02"
"8378","RPL21P112","HuAgeGBsplit_20"
"8379","ZNF117","HuAgeGBsplit_17"
"8380","PDSS1P2","HuAgeGBsplit_03"
"8381","AC012306.2","HuAgeGBsplit_02"
"8382","RPL39P5","HuAgeGBsplit_01"
"8383","RPS18","HuAgeGBsplit_10"
"8384","CELF3","HuAgeGBsplit_01"
"8385","CEP170B","HuAgeGBsplit_15"
"8386","AC123912.4","HuAgeGBsplit_01"
"8387","AC026471.4","HuAgeGBsplit_02"
"8388","MYBPC3","HuAgeGBsplit_02"
"8389","AJAP1","HuAgeGBsplit_02"
"8390","RASSF8","HuAgeGBsplit_33"
"8391","AL354920.1","HuAgeGBsplit_06"
"8392","OLFML3","HuAgeGBsplit_01"
"8393","HNRNPA1L2","HuAgeGBsplit_17"
