"","NA.1","NA.10","NA.11","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA"
"AC023762.1",0,0.713467063319175,1.6855600169786,0,0.491791665516005,0.89319234357401,0,0,0,0,1.2724870707802,0
"AC023796.1",1.2786181711637,2.80510276130232,2.67792594036922,0.76084831561228,1.67969136690521,0.560149962997136,0.962960847019041,3.23295110441224,2.52617015607803,3.16743611086682,2.4482708672948,0.506229368158325
"AC023824.6",1.14445220348653,2.49693281063274,1.36802413916352,2.58330283510744,1.94711165625627,2.24987638407695,1.23226192333482,2.89271520805165,1.37127950786985,2.86705244780843,1.50561016971705,2.0729804070431
"AC023983.2",0,0,0,2.20741845957829,0.508013586776307,2.79471440484845,2.3583973618156,3.56000155355924,1.97908990542806,3.44646944559719,0.451856899261661,3.09955312724277
"AC024243.1",0,0,0,0.246960842456376,0,1.8375588986872,0,1.41730224749374,0,0,0.339919068793948,0
"AC024257.2",0,0.709632970048602,0,2.30817119771211,0,1.70952528292207,0,0,0,3.72370436182438,0,0
"AC024361.3",1.16770225199324,1.52383437492971,0.474998898842787,2.17929337564099,0.695313293525437,0.796796220956431,0.62619883185656,1.81692055967334,0.221604184101085,2.02285358124238,0.320819943009885,1.3630044097519
"AC024560.1",1.34879760779858,0.147849616251846,0,0,0.185282121903303,0.535962332937866,0.103608048228666,1.73826877144073,0.110509862927387,0.390781399243842,0.0563119354863353,0
"AC024560.2",1.30075290570564,0.998762338658471,1.05723028770684,2.85000257882029,2.00387032347519,2.47784304714333,0.600816819006016,2.63462217428298,0.870647573858976,2.73027313656475,1.16524034546746,1.24146994573412
"AC024560.3",1.03302383962007,2.40109573107006,1.51329886079041,3.45798333499699,1.60364305084082,3.19046072870498,0,3.87354684408798,1.12734614597845,3.68144359208336,2.3634271376255,3.13803364519547
"AC024575.1",1.1237664449708,0.65607908986716,1.16030868268405,1.04685567600056,1.70627413802881,0.344197264587646,1.24004901930383,0.966433525515981,0.510719339826127,0.585544838266982,0.51071261266528,1.4718539832125
"AC024587.1",0,0.562005546399897,0,1.31122329624125,0,0,0,2.6607117219781,0,0.115326951829798,0,0
"AC024896.1",2.3140072944849,4.28716939564613,1.61538010633643,4.1902704184329,1.49028421019188,4.4631092375695,1.40267089643399,4.70826072198964,2.07215883468785,4.68699127151445,1.93258666204827,5.13152279162987
"AC024937.2",0,0.169757042021838,0,1.04827809029723,0,1.58878715629207,0,0.520515041388407,0,0,0.186716964498668,1.09609605791129
"AC024940.3",1.14087961239319,1.43050823224552,0,1.42108945010603,0.476582791466073,2.35918221772981,1.18655989819752,2.07643552110878,0,1.87418316826243,0.423411117406578,1.56856701161102
"AC024940.6",0,0,0.750834859783034,0.689652726456482,0,3.39314927351335,0,2.21928109494446,1.8546099187223,2.65578307519241,0.904708514725186,2.59149795514344
"AC025035.1",0,0.523131177318359,1.07763513702535,0,0.102997358957287,0.142901677467326,0,1.58200447705084,0.175007114111514,0,0,0.614462510473217
"AC025048.2",1.38036634531684,2.35947492017168,0.861614945283269,3.09723748751127,2.28682402152954,3.07993167053957,1.64254146499583,1.70455920380394,0.824941085280606,2.46265338127899,1.07847081581341,2.673757891417
"AC025048.4",0.951303599176191,1.28851888098464,0.534255840997351,1.25862541125318,1.58321897789349,1.72734012841757,1.38207746552108,1.22567887084337,0.481680608221736,0.85052872657441,1.20112592245889,0.740621657330463
"AC025048.6",1.17510548083915,2.83069606082827,0,2.75599785588247,1.15440010639047,3.88744743909691,0,3.20333350725232,0.775823862520672,3.65489779540886,0.439440365334992,3.70283311627315
"AC025161.1",0,0.840123485436507,0,1.15633292773853,0.486847256286641,1.82431253055723,0,0.45057985105676,0,0,0,1.28688137492734
"AC025166.1",0,0,0,0,0,0,0,2.3183177676733,0,3.12248611679806,0,0
"AC025171.1",1.51255982385284,1.38436055971783,1.72058056914688,2.05836149054443,1.9700666328884,1.92678739400871,1.33603577321577,1.73543221899196,1.12280814385748,1.63996550668941,1.58332975061881,1.83547431427666
"AC025175.1",1.76788576225574,1.56995251179693,0,2.57914083453108,0.700504124460044,3.045413294967,0,3.21380849482517,0,3.57036449397414,1.2398149679952,2.95001868747616
"AC025176.1",0.68129016518076,2.93328783661211,2.07367151351416,2.41187936301363,2.78269464639681,2.76397898700978,2.06884521611371,2.30426857573672,0,1.75430660201059,2.14293126071657,2.30413091793531
"AC025181.2",3.82823585803112,4.62983011475327,1.93535096187129,4.91455994595692,1.61845264100186,5.29600296348234,2.1292191045055,4.90232711076271,1.0221587876116,4.51946169373463,1.83889087012763,4.94073655545504
"AC025254.1",0,0,0.903923176030535,0,0.712404780980305,0,0,0,0,0.786421740093689,1.07915910860081,1.24761948142432
"AC025259.2",1.2744241068167,0.8851133067991,1.97617303820209,1.21231384419779,2.48776939430609,0.898931492983136,1.80910614638822,2.52879276682127,2.40165096463512,1.62886401374834,1.0503289591363,1.21590248832016
"AC025262.2",1.6204844554587,0.528315758701147,0.385672869617139,0.350617615102707,0.924891752125563,1.07466932991657,1.06932792859958,2.23050176539759,1.12066343707465,0.422205729150067,1.35948449443353,0.717848528201557
"AC025287.1",1.04407175855058,1.12336706050941,1.14191191825735,1.23779906237492,1.38198687632879,1.32961117672068,1.37388583745674,1.11753520138218,1.17101614373562,1.3368976965972,1.11460679235247,1.03095760397041
"AC025423.3",1.35456104097164,2.62712542243567,4.65257742599115,3.31928912185578,2.82160160175259,2.18849469025012,0,1.91521390462883,1.86569493295366,0,3.47726803013785,1.29376348688241
"AC025449.1",0.757268117801347,3.77742652121718,0.688654196874465,3.64761682389092,0,2.66970823584961,1.67480330531318,3.20023602568276,1.74178992116699,1.89322860126298,1.11917749218757,3.79391393596622
"AC025459.1",0,0.676927223837672,0,0.949444756777469,0,0,0,1.25629203513121,0,0,0,1.06424633520001
"AC025594.3",0,3.05836611590046,1.15638328328037,0.940612436615203,0,2.05959247589828,1.78542173540366,2.10129776611045,0,1.09499126623322,0.335311581244101,1.65742608653146
"AC025682.1",1.01855787916762,0.891316672668342,0.655684637945644,1.37345129933796,1.48349606447327,1.07964296849662,0.982550033252227,1.0693342323453,0.748923194124264,1.00903111265173,0.745014006457026,1.21334552389932
"AC025754.2",0,0,0,0,0,0.471245503573463,0,2.00327410849341,0,0,0,1.36513282891936
"AC025809.1",0.676957725806765,0.472620658195055,0.265358787650184,1.22033914465885,1.4979241500917,0.966520214625322,0.626895797471491,1.20063267689954,0.310292337938418,0.577543064588826,0.465638984374529,0.475332029605238
"AC025884.2",0,1.36535978924288,0,2.2256979804205,0.415364703498582,1.12007794805415,0,1.78146137207812,1.11297127079845,1.33045734814748,1.45645523480111,0
"AC026150.1",0.390304711866062,0.893914856589138,0.350878647976825,1.67794908740356,0.821222377356355,1.09480726349553,0,1.30719032659789,0.18990491097301,0.961150299897748,0.396756002433886,1.11000831642564
"AC026254.2",0.878800855535246,1.29448450294292,1.11654252105296,1.56287402319746,0.490368660602354,1.51152037859171,0.992576101422101,1.28463822013069,1.02225491754909,1.71618232285955,0.837437076682542,1.21995917007343
"AC026333.4",0,3.40802100235522,0,2.32343499771742,0.52211305704475,1.6541631182808,0,2.31690355384171,0,2.31025430668974,0,2.24932070776286
"AC026367.1",1.91088691247322,2.44310527716196,0,4.08747468792302,1.60851306796965,1.48656200814286,0,2.50572821340903,2.56339159685245,2.68433539522307,2.26146180736656,1.07235273953701
"AC026367.2",1.5757896055492,0,0.664690615005264,0,0,0,0,1.74445391451883,0,0,0,0
"AC026367.3",0,1.8208678668332,0,0,1.93146205145049,0,0.727136088771247,0,0,0,0.766119730254342,0
"AC026403.1",3.98677838750816,8.72468629733834,3.44274389489003,8.81713693055769,4.09443666587528,8.52191170727278,3.81833884745044,9.5886009092327,4.71288269206679,9.56135730965299,4.71286098767159,9.53046452002121
"AC026410.3",0.832088086143313,4.46305831313832,1.62037960616397,4.62899499168091,1.59811690563029,4.42652789291533,1.79849288028342,4.96912050377038,1.86793002230164,4.88632123305813,1.34815233869182,5.22377933618286
"AC026412.1",0.247729665090081,0.969640004372134,0.288505767870809,1.3043365691141,0.505057075559863,0.784903712406021,0.423984315716197,1.20732420013283,0.424065125782373,1.27637796283913,0.424059379040772,1.42924491742588
"AC026422.1",0,0,0.779048142832763,0,1.03535929722067,0,0,1.28568113519358,0.937066428287066,0,2.07078728017221,0
"AC026461.3",0.98094999596297,1.13457981624591,1.25146256985731,0.948331332375334,0.590778033749769,0.123010379515276,0.867791253710945,0.759832390854671,0.912226961644381,0.467746356250752,1.40796565909599,0
"AC026462.1",0,1.33152018388409,0.907554183047932,0,1.83509824397765,0.293752108018311,0,0.665706227228064,1.42130009935974,0,1.08326617084288,1.38529564002312
"AC026464.3",0.0960546578603578,0.917845427171464,0,0.821148827371983,0.277911030094494,0.640142215320945,0.285339525750946,1.04406607909887,0.0551565479425758,1.16046367920354,0.013987868638607,0.797495853082014
"AC026471.1",1.66545884153903,4.50456646746781,2.56552607224223,4.95873563850554,2.38768870413038,4.52732221310509,3.15740576680446,4.6877756952978,2.49699725661967,4.60015066101215,2.31090103738215,4.05633127350099
"AC026471.4",4.76526862794578,5.67420430488533,4.39981661845515,6.1036370403045,4.8269291479584,6.02023745720548,4.52197166097372,5.56867394258268,4.33727952301505,5.80966674209725,4.50587697560041,5.40459541011593
"AC026471.6",2.48554611590643,1.84743048850474,2.64764610882514,3.21897414143988,2.90210464525433,2.85196429379834,0.857484928704154,2.58594554468845,1.4521307739541,2.16558410692013,2.26234296925716,2.62811734260845
"AC026585.1",0,0,0,0,0,0,0,3.07764031428055,0,0.424997199308405,0,1.56019993526526
"AC026691.1",0,0.874626473376232,0,0.782542335718517,1.4040910431406,1.6932959117244,0.253019574892498,0,0.863825645744722,1.64889066643193,0.140753281830396,0.815149622683725
"AC026700.1",0,4.18344619758769,0,4.55023957125869,0,4.08339686857049,0,3.73834753793194,0,4.1017169095764,0,4.11018671235189
"AC026741.1",0,0.977390430058677,0,0,0.577390026710505,0,0,1.48437602518439,0,3.31296849801951,0.514849630744452,2.17992094963175
"AC026801.2",0.707726627409045,2.10210938290456,0.247405111086755,2.00815401187047,1.24560831932164,2.54182200860497,0.291015032594933,1.39398635491611,1.28321249200206,3.0647164578365,0,2.80767544469129
"AC026803.1",1.87397626247713,2.14039699290398,0,2.38985753429182,0.899754363779034,3.5051443230906,1.93444450362549,3.02083702575754,0,0,1.70627671161101,1.16504010580653
"AC026803.2",0,1.36610514633749,0,0.316568813784453,0.486149092997645,2.22177950609071,0,0,0.764119518746501,1.33119112997161,0.764110240417177,1.0045355963776
"AC026884.1",1.3774470088475,0,0,0,0,0,0,2.5212505892387,0,0,0,0
"AC026954.1",0.372246274685793,0.460972451981911,0.334439835060293,0.465251795499662,1.07007718549226,0.682918113773588,0.208950419733775,1.03414873027352,0.115453933596903,0.406630687592759,0.0588806791080002,0.631185234766481
"AC026979.3",0.647215261220231,0,1.00252807384201,2.82384936877104,0,2.79720096871391,0,2.00830179764468,0,1.41674738307171,0.714523141223233,1.03952711096798
"AC027020.2",1.33828919386399,2.80359830176472,0.858222515111232,2.21664880614368,2.09650644440914,1.97596716991279,0.855386291238019,2.74703558583599,0.603260505463006,2.42170836456148,1.62131410597628,2.12054722416315
"AC027031.1",1.07327767231638,0.358888369430069,0.134697359564786,0,0.839188098559088,0,0.862704559116797,1.2484079850283,0.169939832048313,0.625558588938805,0.16993732465661,0.0724063422434563
"AC027031.2",5.52094032535706,6.28413072857251,4.38165106099402,7.16241106484679,5.33703580759774,6.82818216235383,5.01909482163086,6.90711162338541,5.30565084253441,6.65698345921333,4.86420898920277,7.2923807099348
"AC027124.1",0,0,0,0,0,0,0,2.23859973191341,0,2.02915559144278,0,0
"AC027139.2",0,0,0,1.1549886736662,0,1.7027419577913,0,0.937288208898653,0,0,0,0
"AC027176.3",1.8042897356836,2.53148733665938,2.28270732600022,1.99078392760082,3.05075739700686,2.68053089432118,2.31003145058621,4.2843560888084,2.17868811802825,2.02263519698489,1.26959852283383,2.25578664540723
"AC027228.3",1.72574082532264,0.79723948200706,1.34130114706625,0,0.953725794160599,0,0,2.02870827686492,0,0,0,2.3695534582743
"AC027243.2",0,1.94042367510925,2.56487790474853,1.85127566374814,1.71962833857513,2.22898681153456,2.24439703203539,1.31975181333925,2.86416444059003,1.89813504979214,0.362331763930249,2.38727753641745
"AC027271.1",0,2.12717038212204,0,0,0,1.40134806651006,0,2.740439055606,0,1.86728700912469,0,0
"AC027307.3",2.2177324846855,0.88683060905429,0.912749995452653,2.14838998630316,0.281727953524507,1.04403711903219,0,1.90974195817456,1.5256435111621,2.29763404852536,1.21125223136348,1.51440763468176
"AC027328.1",2.58652510488317,2.09810854346019,1.64436952673597,1.31825129421322,1.8915181780673,2.32310319256329,1.91113253910823,1.54517285645309,2.02509707142114,0.495883072681615,2.37627043385134,0.0684878117482823
"AC027338.1",0,0,0,0.233971581906801,0,0.265777426018366,0,1.50501654102695,0,0,0,1.16213054657249
"AC027373.1",3.06253554872704,1.10100033920213,1.7080190182951,2.60591664100589,3.37118976102629,1.86012743324221,3.01972741239804,3.56239453882958,2.90999303668023,2.05092782362923,3.13472239717775,0
"AC027601.3",2.89853558686579,3.67175392151282,2.60562283680938,4.42941789809641,1.51811474562647,4.34654059485472,1.33301059009541,2.79889213227354,3.05482432969701,4.72202330649633,2.74100491596809,4.58936736605941
"AC027644.1",1.92706895416349,0.843514593021423,1.59172412585882,1.24552724460887,1.97378505282272,1.44942045997202,1.42461454490799,1.47264511106693,1.57168369495507,1.37920037519857,1.1794869340326,0.454962002485053
"AC027682.4",0.556343435267773,0.484471030359237,0.61047801170438,1.22027674291706,0.864318300214105,0.886628912172531,0.837286435071992,1.28685409575528,0.667926574946138,0.707570298782422,0.778162812555982,0.798075620658462
"AC027682.6",0.139210798827998,0.517887444458459,0.163122868463593,1.08057263484623,0.0919472395160041,1.06742398990666,0.0506830161510532,0.566406798861563,0,0.858676374396752,0.0273160444131169,2.29841217239184
"AC027688.2",0.522855597714578,0.640273517635619,1.23567528521285,0.520425765431813,1.0942361714667,0.484647813276498,1.38889302195509,3.23612015925379,0.579675881516022,0.147124864883655,0.992051568656257,0.267353782819825
"AC027801.5",0.730432794250325,0,0,1.16699010546312,0.27987892335218,0.870578389513716,0.763781807944833,2.65064579162761,0,0,0.457448056917513,0
"AC032011.1",0.557268560075448,0,1.41761391076928,1.70069705832373,1.05101376329792,0.896770413934757,0,0.984823090896043,0.341291732069261,0.158188989649198,0,0
"AC034111.1",0.368019177469977,0.429590330074234,2.06219831432335,0,0.862338603378242,0,0.269180091145509,1.61769710411003,0.15011599346783,0.777550038830352,1.06803079660203,0.124719919505525
"AC034229.1",1.62365196191004,0.935628332324033,1.21270428485301,1.53236111221794,2.0323652290279,1.06156386940038,0.959473606854588,3.5342754216028,0.742706016688021,0.524599422102798,1.23057310109594,0.501635517181572
"AC034229.4",0,0.709632970048602,0,1.21257947010046,0,2.25828367867823,0,3.36937071914891,0,0,0,0
"AC034229.6",0,2.58584722535513,0,0,0,0,0,2.76622225325731,0,0,0,0
"AC034236.2",2.58250493080929,3.99181820745225,1.85326574174727,3.8157882677344,2.62219207115455,3.00872365150055,3.47075651459054,3.47152480984228,2.61719696850597,4.00466298398153,2.73314534719171,3.77466204099856
"AC034236.3",0,0,0,0,0.598904665441107,0,0,1.52600074653675,0.923548503258515,0,2.04916484135709,0
"AC034245.1",1.2709940250183,0.232063111249158,1.02615376838242,0.963395357987173,1.13947755267147,1.09482518207505,0.141700493524456,2.25935215988939,0.732989071100793,0.252963723195725,0.869939273418186,0.517624960503008
"AC037450.1",1.18099463328521,1.56637208876054,1.17631890035046,0.949119728341915,1.35436229918343,1.21981102734009,0.703060139669434,1.4516470066005,1.17634939452336,0.957900242824964,1.24512376722839,0.536666083139663
"AC037459.2",0.21427845612321,1.36560169255484,0.888674629941266,1.28281622364287,0.699652205275275,1.5732900342012,1.07180943208002,2.01438957024694,1.53777284080731,0.929948296579011,0.964742246245572,1.85290570591588
"AC040160.2",3.21478796260484,1.96334292584217,1.88946479856676,2.82179327964968,3.52104415895474,1.62867011618453,2.85452828507874,2.79699434745619,2.15555311045949,1.74747289103323,2.53923211323082,2.12212685492813
"AC040162.1",1.66302287427482,2.21606311954921,1.46923629632415,2.27975565331613,1.73709266784387,2.0082304620724,1.69330223227893,2.01606789297181,1.78789543557172,1.49670542849319,1.6757489787493,2.11179902583854
"AC040169.1",0.766286691531453,5.1020309226507,0,5.12985670949694,0.934036585825056,4.71725866399249,0,5.06332063565989,0,3.91898162225183,0.482067157850468,5.64397840169628
"AC044802.1",0.687815603868594,0.700414695034014,0.519135600664292,1.81845769683861,0.77758935702729,1.81248747049984,0.930183555751942,2.70238614794259,1.16658949510506,1.66084050103456,0.569571662091255,1.2077246485763
"AC044860.2",0,0,1.48954075980597,2.55309550361174,0,2.24161247583229,0,0,2.49034996169521,0,1.10753223640715,0
"AC046130.1",0.749141288027709,2.36842099424281,0.851587815552496,2.15520680674208,0.763647813175367,2.25552001473646,0.756021777130023,1.90560659133607,0.723213994656464,2.39340473226573,0.598198806455118,1.61311220312049
"AC046143.1",0.370299343032947,1.42843757336153,0.743545802108588,1.44505245446398,0.719236623087036,1.94929721776881,0.423126545594159,2.16660761928812,0.644491453562467,2.1913746252972,0.465686443338478,1.34554970068162
"AC046176.1",0,3.29003922576018,0.87170465217242,2.63559746793247,0.85677982307974,2.61703869984734,0,3.72481689331095,1.46817835091899,3.94690859877352,0.436523403130651,3.87527231974621
"AC046185.2",0,1.236909114157,1.36020778305375,2.38419302876739,0,3.6222481733038,0,1.63149878634196,0,3.5687640329813,0.585436077395343,0.867305063812444
"AC048341.1",2.06036371316536,2.35549950440577,2.0906028919428,2.24692989371647,2.68345805694773,2.64335280395162,2.13008477897905,1.70479717779593,2.32005423685057,2.40548158601116,1.96328832070553,1.435843944922
"AC048344.1",0.146684921055863,0.75220419121439,0.734617493567439,1.10396620758192,0.273302524377094,0.5262675417303,0.294717780317935,1.92368211944,0,0,0.164995519871006,0
"AC051619.1",1.47424661512571,1.57101993740167,1.03615218107969,1.64258570173364,1.88581851142009,0.624645084063112,0.702824989248231,3.29171991772925,1.88146947628771,1.11478507265825,0.740810932076939,0.634708051340673
"AC053527.1",0.893606581783947,0.752981089113091,0.899118742751418,1.28194612051023,1.70723498106827,1.17716835976368,0.780252993462695,1.40921889047025,0.557294550299645,1.00383439011667,0.815599598156595,1.12574443175187
"AC055713.1",2.7944344803143,2.34204340307484,2.93839414801393,2.79741980339283,3.1653417617263,2.79737559795624,3.15732513521922,3.20842883657097,2.7228606320094,2.42189696196244,3.00240563013962,2.15986761969627
"AC055764.2",0,1.41839092241655,0.568549440194589,1.66357348595349,0.437283448579601,2.08340046798057,0,3.41966571188264,0,2.07554770602921,1.15966153055757,2.01738829920468
"AC055855.2",0.345178521731339,0.146463549738952,0.96957386478101,1.03275158012782,0.884446554681934,0.579314017683055,0.176450080956077,1.36435256018888,0.638222921930324,0.484019690304923,0.545011281145226,0.214569376077272
"AC058822.1",2.16757316200783,3.18155711012982,2.13305939958012,2.78460081063559,2.46722093317496,2.90242904459832,1.86293141001503,3.57927108060502,2.40176315449027,3.44263757098306,2.06760780228641,2.8841765663684
"AC060766.1",3.59281672105151,4.03065005054575,2.20573905735311,4.08620024271136,2.13914216690552,4.54582493726187,2.84132269326562,4.89141533191209,4.01480866705905,4.88895974123225,2.79370210857797,4.86949022945839
"AC060766.3",0,1.47285380049044,2.23008343716712,0,0,0,1.30461401108713,3.20755050349726,0,0,0,0
"AC060766.4",3.19535377456474,5.20961468360018,2.81283756277775,3.05369921268269,2.8448630540961,4.52761774192417,3.64621884660997,6.3305632441159,4.33959540141423,5.21342082274002,2.58592221504281,5.226913557262
"AC060766.6",2.25501581732413,3.19535788309439,2.30809400428451,2.79405922275611,2.25951642644095,2.02043446004762,0.240758916518812,3.83078728983707,1.73560132234324,3.40761237268908,1.89472230360052,3.16908181194341
"AC060766.7",2.06898206485754,3.56546009471706,2.01515447427879,2.45234305689391,1.69148868960112,3.06297908098161,1.25015967339261,4.13536096511991,2.07593674664863,3.42185806986875,1.98116571383068,3.04047779193821
"AC060788.1",0,1.76120764555261,0,0,0,0,0,2.49044062518533,0,0,0,0
"AC060814.3",0,0,0,1.05274925584156,0,0,0,1.5376005107087,0,0,0,0
"AC060834.1",0.924881230830957,2.06060923821703,0.711115460032954,1.61966923249678,0.159292923550511,1.48893448093921,0.25130540895112,1.74229389056339,0,1.55752147581239,0,1.37379420529747
"AC061961.1",0,0.351088048674477,0,1.19248004023379,0,0,0,1.54463130527411,0,0,0,0
"AC061975.5",0,0.614975798129092,0.386207744570437,0.0647773956519708,0,0,0,1.57840629565155,0,0,1.20602330033404,0
"AC061992.1",0.0762345870119564,1.66860939378561,0.282631255004469,2.20648235075918,0.661407930219331,1.63594249500688,0.119270356725005,2.16254176564023,0.0860132820355094,2.10690058249006,0.244029782877162,1.38887316339105
"AC062017.1",0,1.43785993174061,2.63818450539202,1.17047661194664,1.82921832989251,2.71562788236048,1.62341523045241,2.24226675646629,0.531078353547868,2.032668760448,1.47508885770223,3.02599263436405
"AC062028.2",1.83169284431314,1.89834893927625,1.86651918537189,2.8969088364481,3.65981672666889,2.10912212409328,2.78075474823079,3.37361091022135,0,2.54181019914158,0,2.71535591313194
"AC062029.1",2.34834673946389,2.96823550390709,2.03493206061563,2.79390679272841,3.26073537701335,3.32203674724419,2.36534028330726,2.2763294439142,1.29152301544299,1.96047026861878,1.85044470335553,2.65202073585858
"AC063923.2",2.05239716907007,0.488098480290518,1.62874717842531,1.26827532319926,2.48572399866704,1.05588419817515,1.62446489695557,3.23338104196371,2.04209056996475,0.826790854580121,1.07977308958874,0.242954675066619
"AC063943.1",0,2.6432340792735,0,1.39620980140487,0.736677913404057,0.554613943529785,0,3.78452196738123,1.1118814235857,3.33287656605183,1.96463428402139,3.11266674082471
"AC063948.1",0.613520368886,1.83821481826031,2.10029840806172,1.8196112564122,1.24923626713996,2.3554686975681,2.72505368229387,1.8137627873303,1.48545654123814,2.63474246855492,0.678080776455262,2.15656129877428
"AC063952.2",0,0.383484912261097,0,0,0,2.09228747414084,0.395198135321362,2.12263153792774,0,1.01726644034426,0.224611335098326,0.636799024344759
"AC064807.1",0.88526306622776,0.561978131089177,0.796790283554001,0.908676967629119,1.20404200639802,0.852529609777068,0.538560665254857,1.65776300414666,1.08035360646963,0.792061540987185,0.898387979531596,1.05754464521241
"AC064807.4",0,0.544958200714723,0.844114650466841,1.05010761071093,0.662513528938615,1.7908586701254,0.963485696356657,1.04589059437411,0,1.68043288236951,0,0
"AC064836.3",2.55662374313568,4.83184438400498,0.972146373087303,4.88215714071882,1.79382028464343,4.48061775741106,1.95331468856407,4.32145706266187,2.83649814401672,4.2380718118963,2.63722390542423,4.49168005397421
"AC064862.1",1.57362576143129,0,0.907554183047932,0,1.69909068209078,0,0.607120207605336,0.370914526654515,1.92490278811575,0,0.87901613493577,0
"AC064875.1",4.55468192027321,4.31628076952421,3.88560085347562,5.44870904220783,5.12632429774932,5.18624148945293,4.29330991860101,4.0095286614181,3.98913895901193,4.68178579438155,4.25753935710034,4.53259078883078
"AC066615.1",0.661264147469334,3.02485318906737,1.02195775950391,3.39001895099046,0,0,1.1579424951644,5.35821882055272,0,3.79314010779975,1.57282815123388,3.14729459437301
"AC067735.1",0.550780624757109,2.0326656428574,0.946367813018165,1.22693013606314,0.462042371192175,1.95164537697572,0.691804756889153,1.11917203264965,0.178334073077865,1.63870364433228,0.785474575116984,1.82622440730958
"AC067747.1",1.97132982659776,0,0,0,2.26166334540922,2.11692425217489,0,0,0,0,0.869329401815862,0
"AC067750.1",2.02452754819967,3.1385029809531,2.7412331194307,3.20344843059774,2.63670422112631,3.3726384985979,2.04651199861556,2.72843983402099,2.80748900675396,2.96380312143584,2.14105434106084,2.53880517055883
"AC067838.1",2.87354285970389,5.33398515734309,2.95058644058402,4.33145646067905,3.64515995284156,4.26463502686561,3.63133194350288,5.74329353902604,3.72030979746133,5.41575350334048,3.5542380557822,4.82953902584091
"AC067852.1",0.937030585241056,1.03495546953816,1.09751559884664,1.58814755218836,1.9758168049541,1.49677993246594,0.749250651520282,1.22103834013108,1.18783992606317,1.01335995142019,1.03674688476828,1.06974467810381
"AC067930.3",0.722250926374212,1.95632699985042,1.44761564413086,1.87608809000731,0.98905072839908,1.19331089593175,0.544650667031342,2.89241027546039,1.441709266724,1.31647312222308,0.893905110048833,1.54503995712572
"AC068057.1",0,0.80435373018617,1.30904124321819,1.41043633036968,0,0,0,2.81954485723079,0,1.40017169839638,0.305635290516142,1.50886646869719
"AC068138.1",0,0,0,0,0,0,1.47603248057884,0,0,1.40840695933887,0,0
"AC068213.1",2.08117596991602,2.35975547115955,1.28214123900474,3.49615841376238,2.86745058202766,2.62503111916203,0,4.69626293811171,0,2.06250459031102,2.21985529495702,1.32553947761173
"AC068279.1",0,1.63396564058511,0.448319101967261,1.30579015374167,0,0.808780551179461,0,3.49148946072818,0,0,0,0
"AC068282.1",1.01467684950287,1.56044317909305,0.81809897139562,1.4860825402496,1.60921144585051,1.67177505948436,0.744439546568367,1.98241477629961,0.784132178986746,1.5108483853134,0.753555425158171,1.73710404122867
"AC068338.2",0.820545477091382,1.3604129637244,2.46631677376181,1.08226327579027,2.11026058292847,2.17026637042097,0.856919737917774,1.24096074844377,2.33554110816132,1.09069220549256,0.90094364557856,2.40189194814798
"AC068338.3",1.85629978157727,2.71945645931415,2.28427339883788,2.7137056578679,1.0942361714667,3.10192578887267,1.91649410583139,3.045506834607,0.992062788782384,1.19429200690982,1.57435483097572,1.39439622110767
"AC068389.2",1.24972983871809,0.52664542363624,2.12381099379137,1.15918164691239,0.922312849829367,0.959493418834634,1.67293260196351,0,1.73988048566552,0.884972458685148,0.831887607699031,2.23056992476185
"AC068389.3",1.41835029253447,0.138389681835687,0.431713382448962,0,0.713010652529189,0,1.67266573709334,1.0362359625144,0,0.521396011339446,0.0782001738003579,0.12661826007573
"AC068418.2",0.670545297234355,0.462942419493188,0.432519225223092,1.06925212220298,0.923600439692633,0.293177807030426,0.606049202997249,1.81386732613149,0.53263728734712,0.47280798316106,0.41675666433576,0.716779074361761
"AC068448.1",2.94457899006292,2.62383956226251,2.65008542625968,3.06429315395452,3.58490539583357,3.26133291448722,2.88815415771821,6.24401262194598,2.64763934137252,3.02405914381662,2.79721039225279,3.08783000794484
"AC068481.1",1.12481742602585,0.332127009116968,0.596980763636433,0.844452197587356,0.37564433003949,0.164963850862057,0.642778253331455,1.04121935305925,0.494888666822132,0.605211517112869,0.576325464840096,0.713887285704684
"AC068533.3",0.838409992636006,2.30060208357299,1.13107169179805,2.09180738727783,1.04662298257823,2.08830862681034,0.991126709602923,2.50723522047226,0.834276268999123,2.52000023381996,1.06207785965234,1.9457879473232
"AC068538.1",0,0,0,0.898881689283282,0,1.99279493151745,0,3.32585613437607,0,0,0,0
"AC068620.1",3.88808444291581,1.64097289766372,3.65807508264804,3.3695970343353,3.85326196948085,1.1775246300742,2.4290846977109,3.20023602568276,2.04474314670656,2.13531157206465,2.40549689130821,1.5511596543313
"AC068669.1",1.30746928458358,2.13608489345057,1.73296477167435,2.84671351588028,1.74085795123171,2.47744128447506,1.14718232199491,2.90980936398854,1.200927801131,1.93353397262958,1.36579344975757,2.24590774836575
"AC068700.1",0,0.0354559430709682,1.25057073206319,0,0.250439947823001,0,0.141430827985111,1.67495382913053,0.150723516053468,0.563816379115272,0.0773280140538415,0
"AC068768.1",1.67880706773583,2.74640459348154,1.45724878364617,2.5610283484396,2.48975763198105,2.65839851660704,0.829504905958877,2.60040949611141,1.50417025033613,2.3237550441142,1.59048179407865,2.57314387474012
