GSM2652126	GSM2652127	GSM2652129	GSM2652134	GSM2652135	GSM2652136
1446913_at	5	5	5	5	5	5
1446914_at	5	73	126	6	22	6
1446915_at	20	19	19	18	19	19
1446916_at	6	6	6	6	6	6
1446917_at	5	5	5	5	5	6
1446918_at	5	5	2967	5	5	5
1446919_at	5	5	5	45	5	10
1446920_at	5	5	8	5	5	5
1446921_at	5	5	5	5	5	5
1446922_at	6	6	7	6	6	7
1446923_at	13	7	8	7	11	5
1446924_at	7	6	126	6	80	56
1446925_at	6	12	8	5	4	5
1446926_at	4	4	4	133	26	491
1446927_at	7	8	8	7	6	8
1446928_at	9	6	8	17	8	15
1446929_at	5	8	6	23	32	6
1446930_at	4	5	5	4	4	5
1446931_at	4	4	4	4	4	4
1446932_at	5	5	5	5	5	5
1446933_at	5	5	5	5	5	5
1446934_at	5	6	6	5	6	6
1446935_at	5	5	5	5	5	5
1446936_at	6	6	6	12	13	6
1446937_at	4	5	4	4	4	5
1446938_at	4	4	4	4	4	4
1446939_at	6	6	6	6	6	7
1446940_at	5	5	5	4	5	5
1446941_at	43	45	26	70	5	5
1446942_at	6	5	5	5	5	5
1446943_at	5	5	5	5	5	6
1446944_at	5	6	5	7	6	10
1446945_at	63	6	80	6	6	6
1446946_at	9	5	5	115	71	5
1446947_at	9	119	7	6	63	5
1446948_at	5	6	6	5	6	6
1446949_at	5	5	5	5	5	5
1446950_at	6	7	6	6	6	6
1446951_at	420	65	14	15	11	19
1446952_at	5	13	7	7	6	7
1446953_at	6	55	28	339	32	262
1446954_at	5	5	5	5	5	5
1446955_at	8	12	19	12	16	12
1446956_at	5	5	5	5	5	5
1446957_s_at	9	10	43	53	21	26
1446958_at	7	5	5	5	5	5
1446959_at	5	5	15	5	5	5
1446960_at	5	5	5	5	5	5
1446961_at	6	6	6	6	6	6
1446962_at	5	5	5	5	5	5
1446963_at	5	6	6	6	7	6
1446964_at	6	5	5	11	5	7
1446965_at	5	5	5	5	5	5
1446966_at	5	5	5	5	5	5
1446967_at	5	5	5	5	5	5
1446968_at	5	5	5	5	5	5
1446969_at	5	6	6	6	5	6
1446970_at	5	5	5	5	5	149
1446971_at	5	5	5	76	5	5
1446972_at	5	103	18	5	86	320
1446973_at	5	5	5	5	5	5
1446974_at	5	5	5	5	5	5
1446975_at	27	27	36	27	20	27
1446976_at	5	5	5	5	5	5
1446977_at	5	6	19	161	5	6
1446978_at	6	6	6	20	27	173
1446979_at	5	5	5	5	5	5
1446980_at	6	6	6	6	5	6
1446981_at	18	5	5	6	7	6
1446982_at	26	5	5	5	5	5
1446983_at	5	5	5	5	5	5
1446984_at	7	11	8	8	8	9
1446985_at	5	5	5	5	5	5
1446986_at	5	5	5	5	5	5
1446987_at	5	5	63	5	5	5
1446988_at	21	38	542	74	118	31
1446989_at	6	6	6	6	6	6
1446990_at	4327	647	4608	6655	5941	7704
1446991_at	5	5	5	5	5	5
1446992_at	5	5	5	5	5	5
1446993_at	5	5	6	5	5	5
1446994_at	5	5	5	5	5	5
1446995_at	6	6	6	6	5	6
1446996_at	6	45	6	6	5	6
1446997_at	8	9	9	9	9	9
1446998_at	4	4	4	4	4	4
1446999_at	6	6	6	6	5	6
1447000_at	5	5	5	5	5	5
1447001_at	5	5	5	5	5	5
1447002_at	5	5	5	5	5	5
1447003_at	5	5	5	5	5	5
1447004_at	4	5	4	4	4	5
1447005_at	5	5	5	5	5	5
1447006_at	6	6	6	6	6	6
1447007_at	41	45	51	44	43	46
1447008_at	5	5	5	5	5	5
1447009_at	4	4	4	4	4	4
1447010_at	9	9	94	7	9	10
1447011_at	6	66	6	6	9	6
1447012_at	5	93	5	5	5	5
1447013_at	5	5	5	5	5	5
1447014_at	5	5	5	7	5	5
1447015_at	5	5	5	5	5	5
1447016_at	5	5	5	5	5	5
1447017_at	5	5	5	5	5	5
1447018_at	5	264	7	5	5	5
1447019_at	5	5	5	5	5	5
1447020_at	5	5	5	40	5	5
1447021_at	6	6	6	6	6	7
1447022_at	5	5	5	5	5	5
1447023_at	5	6	6	6	5	6
1447024_at	5	5	5	6	5	5
1447025_at	5	5	5	5	5	5
1447026_at	6	7	7	46	6	6
1447027_s_at	481	7	163	290	264	21
1447028_at	8	5	5	5	5	5
1447029_at	5	5	5	5	5	5
1447030_at	5	6	6	5	5	6
1447031_at	23	6	6	6	6	6
1447032_at	5	7	12	7	6	7
1447033_at	5	5	5	5	5	5
1447034_at	5	6	10	11	6	6
1447035_at	5	5	7	5	5	5
1447036_at	5	5	5	5	5	5
1447037_at	6	6	6	6	6	6
1447038_x_at	6	7	7	7	11	7
1447039_at	6	6	6	6	6	6
1447040_at	6	14	6	6	6	6
1447041_at	5	5	5	5	5	5
1447042_at	5	10	6	5	5	123
1447043_at	5	5	5	5	5	5
1447044_at	35	13	23	16	16	20
1447045_at	5	6	6	6	5	6
1447046_at	5	5	5	5	5	5
1447047_at	7	7	22	7	7	27
1447048_at	5	5	5	5	5	5
1447049_at	5	5	6	5	11	5
1447050_at	8	10	17	7	6	9
1447051_at	5	5	5	5	5	5
1447052_at	5	5	5	5	5	5
1447053_x_at	2562	2692	2621	2590	2614	2683
1447054_at	5	5	5	5	5	5
1447055_at	5	5	5	5	7	30
1447056_at	5	5	5	5	5	5
1447057_at	39	5	43	5	5	5
1447058_at	6	6	6	6	6	6
1447059_at	7	9	8	7	6	10
1447060_at	5	5	6	5	5	7
1447061_at	8	13	9	9	4	5
1447062_at	23	5	5	4	4	14
1447063_at	5	5	5	5	9	9
1447064_at	5	6	21	6	5	6
1447065_at	5	5	5	5	5	5
1447066_at	6	7	9	7	7	8
1447067_at	5	5	5	5	5	5
1447068_at	12	5	5	5	5	5
1447069_at	5	6	5	5	5	6
1447070_at	7	6	7	7	8	7
1447071_at	5	5	5	5	5	5
1447072_at	7	7	7	7	19	7
1447073_at	6	7	7	7	7	7
1447074_at	5	5	5	5	5	5
1447075_at	5	5	5	5	5	5
1447076_at	5	5	5	5	5	5
1447077_at	10	6	8	6	6	5
1447078_at	5	5	5	5	5	5
1447079_at	5	5	5	5	5	5
1447080_at	5	5	5	5	5	5
1447081_at	5	6	6	6	5	6
1447082_at	11	12	11	11	11	12
1447083_at	5	5	5	5	5	5
1447084_at	5	5	5	5	5	5
1447085_s_at	5	8	5	5	6	5
1447086_at	6	5	5	5	5	5
1447087_at	4	6	5	4	4	4
1447088_at	4	5	4	4	4	4
1447089_at	5	6	5	5	5	6
1447090_s_at	2563	1708	524	1846	1466	1636
1447091_at	6	6	6	9	6	35
1447092_at	5	43	5	5	5	5
1447093_at	5	5	5	5	5	5
1447094_at	5	5	5	9	9	5
1447095_at	5	5	5	5	5	5
1447096_at	201	236	206	349	201	536
1447097_at	5	5	5	5	5	5
1447098_at	6	6	6	6	6	6
1447099_at	29	38	68	61	30	13
1447100_s_at	251	5	5	5	5	5
1447101_at	5	5	5	5	5	5
1447102_at	4	5	5	5	4	5
1447103_at	6	5	6	6	37	6
1447104_at	5	5	5	8	5	5
1447105_at	5	5	5	5	5	5
1447106_at	6	8	6	6	5	6
1447107_at	11	23	15	5	12	32
1447108_at	5	5	5	5	5	5
1447109_at	10	13	282	76	65	13
1447110_at	6	6	6	6	6	6
1447111_at	6	6	6	30	6	6
1447112_s_at	26	6	6	7	6	6
1447113_at	19	21	20	38	19	6
1447114_x_at	5	5	33	5	5	5
1447115_at	5	5	5	5	5	5
1447116_at	6	8	6	6	6	7
1447117_at	20	6	6	11	50	6
1447118_at	5	5	5	5	5	5
1447119_at	5	6	6	6	5	6
1447120_at	6	7	7	7	6	7
1447121_at	5	5	5	5	5	5
1447122_at	5	5	5	5	5	5
1447123_at	8	15	13	18	13	10
1447124_at	9	6	365	15	6	11
1447125_at	5	5	5	5	5	5
1447126_at	4	5	5	5	4	5
1447127_at	5	5	5	5	5	5
1447128_at	12	13	21	12	11	13
1447129_at	5	5	5	5	5	5
1447130_at	5	5	5	5	5	5
1447131_at	4	4	4	4	4	4
1447132_at	5	8	6	5	5	5
1447133_at	6	7	7	6	6	7
1447134_at	6	6	178	23	7	6
1447135_at	5	5	5	5	5	5
1447136_at	6	6	6	6	14	7
1447137_at	5	5	5	5	5	6
1447138_at	5	5	5	14	5	5
1447139_at	5	5	5	5	20	8
1447140_at	65	407	136	202	64	345
1447141_at	5	6	5	5	5	5
1447142_at	5	5	5	5	5	5
1447143_at	5	5	24	54	5	5
1447144_at	6	6	6	6	5	6
1447145_at	5	5	5	5	5	5
1447146_s_at	31	29	94	732	550	40
1447147_at	12	25	394	223	5	63
1447148_at	41	37	265	233	216	1073
1447149_at	5	6	5	5	5	6
1447150_at	99	100	654	99	103	163
1447151_at	5	5	5	11	5	5
1447152_at	5	5	5	5	5	5
1447153_x_at	5	5	407	5	5	5
1447154_at	4	5	5	4	4	5
1447155_at	5	5	5	5	5	5
1447156_at	5	5	5	5	5	5
1447157_at	5	7	6	6	5	6
1447158_at	5	5	5	5	5	5
1447159_at	5	6	6	34	5	6
1447160_at	5	7	7	7	7	14
1447161_at	5	5	5	5	5	5
1447162_at	5	5	5	5	5	5
1447163_x_at	7	9	8	7	7	8
1447164_at	128	27	78	13	19	34
1447165_at	6	8	9	7	6	7
1447166_at	5	5	5	5	5	6
1447167_at	5	5	5	5	5	5
1447168_at	5	5	5	5	5	5
1447169_at	7	9	8	7	6	10
1447170_at	6	6	6	6	5	6
1447171_at	5	5	24	5	6	5
1447172_at	5	6	5	5	5	5
1447173_at	6	7	6	6	6	7
1447174_at	5	5	5	5	13	60
1447175_at	6	7	7	6	5	7
1447176_at	11	10	46	15	10	36
1447177_at	5	5	5	5	5	5
1447178_at	5	5	5	5	5	5
1447179_at	5	5	5	5	5	5
1447180_at	5	5	5	5	5	5
1447181_s_at	4	4	4	4	4	4
1447182_at	6	6	6	6	6	6
1447183_at	5	5	5	5	5	5
1447184_at	5	5	5	5	6	5
1447185_at	5	5	5	5	5	5
1447186_at	5	5	5	5	5	5
1447187_at	530	24	5	5	12	5
1447188_at	5	5	5	5	5	5
1447189_at	6	6	7	6	7	62
1447190_at	5	5	5	5	5	5
1447191_at	5	5	10	9	5	5
1447192_at	5	5	5	5	5	5
1447193_at	5	5	5	5	5	5
1447194_at	5	5	5	5	5	5
1447195_at	5	5	7	5	25	15
1447196_at	5	5	5	5	5	5
1447197_at	5	5	5	5	5	5
1447198_at	5	5	5	5	5	5
1447199_at	5	5	5	5	5	5
1447200_at	5	5	5	6	5	5
1447201_at	5	5	5	5	5	5
1447202_at	5	5	5	5	5	13
1447203_at	5	5	5	5	5	5
1447204_at	5	5	27	5	5	5
1447205_x_at	5	5	5	5	5	5
1447206_at	15	83	6	6	47	6
1447207_at	11	277	14	271	240	84
1447208_at	5	5	5	5	5	5
1447209_at	5	5	5	5	5	5
1447210_at	5	5	5	5	4	5
1447211_at	6	236	32	28	99	39
1447212_at	19	5	5	5	5	5
1447213_at	4	4	4	4	4	4
1447214_at	5	5	5	5	5	5
1447215_at	5	5	5	5	5	6
1447216_at	6	8	6	6	5	6
1447217_at	7	5	19	42	81	26
1447218_at	4	4	4	4	4	4
1447219_at	4	4	4	4	4	4
1447220_at	6	6	6	6	6	6
1447221_x_at	6	6	6	6	5	6
1447222_at	18	8	8	8	7	8
1447223_at	54	18	101	9	75	26
1447224_at	5	5	5	5	5	5
1447225_at	5	5	5	5	5	5
1447226_at	4	4	4	4	4	4
1447227_at	5	6	5	5	5	6
1447228_at	4	4	4	4	4	4
1447229_x_at	4	4	4	4	4	4
1447230_at	5	5	5	6	5	5
1447231_at	5	6	5	5	41	1180
1447232_at	6	6	6	6	6	6
1447233_at	21	25	27	25	16	29
1447234_s_at	792	210	960	467	828	891
1447235_at	5	5	5	5	5	5
1447236_at	5	11	5	5	14	4
1447237_at	6	125	6	6	5	6
1447238_at	5	5	5	5	5	5
1447239_at	6	6	6	6	5	6
1447240_at	5	5	6	5	7	5
1447241_at	5	17	5	5	49	6
1447242_at	10	5	5	5	106	5
1447243_at	6	7	6	6	6	6
1447244_at	5	6	6	5	5	6
1447245_at	5	6	6	5	5	6
1447246_at	4	4	4	4	4	4
1447247_at	5	5	5	5	8	8
1447248_at	3347	901	2694	847	44	234
1447249_at	8	8	46	8	9	9
1447250_a_at	1360	279	103	270	19	10
1447251_x_at	38	35	20	33	16	21
1447252_s_at	5	5	5	5	5	5
1447253_x_at	4	4	4	4	4	4
1447254_at	5	5	5	5	5	5
1447255_at	5	5	5	5	5	5
1447256_at	5	5	5	5	5	5
1447257_at	5	6	16	6	5	6
1447258_at	6	6	6	111	11	17
1447259_at	5	5	5	5	5	5
1447260_at	5	5	5	5	5	5
1447261_at	5	12	13	5	5	5
1447262_at	5	5	5	5	5	10
1447263_at	5	6	10	6	71	36
1447264_at	5	5	5	7	5	5
1447265_at	6	6	6	6	6	6
1447266_at	5	5	5	5	5	5
1447267_at	5	5	5	5	5	5
1447268_at	5	5	5	5	5	5
1447269_at	6	12	12	38	6	9
1447270_at	5	5	5	5	5	5
1447271_at	6	6	13	6	6	12
1447272_s_at	5	5	5	73	11	5
1447273_x_at	6	6	6	6	6	6
1447274_at	5	6	6	5	5	6
1447275_at	6	6	6	13	23	10
1447276_at	5	6	6	6	5	6
1447277_s_at	3710	2845	2793	1282	1832	871
1447278_at	12	4	12	12	12	12
1447279_at	5	6	6	5	10	73
1447280_at	17	104	475	128	6	6
1447281_at	48	14	57	13	12	83
1447282_at	5	5	5	7	6	5
1447283_at	7	9	6	255	6	7
1447284_at	5	5	5	5	5	5
1447285_at	6	8	7	7	6	9
1447286_at	6	6	6	6	5	6
1447287_at	6	7	6	6	6	6
1447288_at	4	5	5	4	4	5
1447289_at	5	6	6	6	5	6
1447290_at	5	5	5	5	8	5
1447291_at	8	10	5	5	5	5
1447292_at	5	6	5	5	5	5
1447293_x_at	5	8	5	5	5	6
1447294_at	5	5	6	5	5	5
1447295_at	4	4	4	4	20	4
1447296_at	5	5	5	5	5	6
1447297_at	26	5	11	8	10	5
1447298_at	255	325	366	378	381	1140
1447299_at	6	6	6	6	6	7
1447300_at	5	5	5	5	4	5
1447301_at	51	11	132	7	52	6
1447302_at	5	6	6	5	5	6
1447303_at	6	6	6	5	5	5
1447304_at	6	12	6	6	138	7
1447305_at	5	6	6	5	5	6
1447306_at	5	6	6	6	6	6
1447307_at	6	6	6	6	6	53
1447308_at	15	7	7	6	6	7
1447309_at	5	5	5	5	5	5
1447310_at	4	7	4	4	4	5
1447311_at	5	7	5	5	5	5
1447312_at	5	5	17	5	92	57
1447313_at	4	4	4	4	4	4
1447314_at	4	4	4	4	4	4
1447315_at	7	23	9	9	9	9
1447316_at	5	5	5	5	5	5
1447317_at	7	7	7	7	7	8
1447318_at	5	5	5	5	5	5
1447319_at	6	6	6	6	6	6
1447320_x_at	139	32	219	380	394	947
1447321_at	4	4	4	4	4	4
1447322_at	5	5	219	5	5	5
1447323_at	4	4	4	4	4	4
1447324_at	4	5	5	4	4	5
1447325_at	5	8	5	5	5	5
1447326_s_at	197	25	89	212	82	17
1447327_at	5	5	5	5	5	5
1447328_at	5	74	12	8	8	8
1447329_at	6	6	6	6	6	6
1447330_at	5	5	5	5	5	5
1447331_at	6	6	6	32	6	6
1447332_at	5	5	5	5	5	5
1447333_at	5	5	5	5	5	5
1447334_at	5	5	5	5	16	5
1447335_x_at	5	5	5	5	20	5
1447336_at	5	5	10	5	5	14
1447337_at	5	5	5	5	15	5
1447338_at	5	5	5	5	5	5
1447339_at	5	5	5	5	5	5
1447340_at	5	5	5	5	5	5
1447341_at	6	6	6	6	9	7
1447342_at	6	7	7	12	6	7
1447343_at	6	7	6	6	6	7
1447344_at	6	9	6	6	64	6
1447345_at	5	5	5	5	5	5
1447346_s_at	9	9	9	9	8	10
1447347_at	5	90	5	10	5	5
1447348_at	5	5	25	5	5	5
1447349_s_at	132	47	73	366	259	124
1447350_at	6	6	6	6	5	6
1447351_x_at	6	6	6	6	5	6
1447352_at	5	5	5	5	5	5
1447353_at	5	5	5	23	8	5
1447354_at	5	6	6	6	5	6
1447355_at	96	5	5	5	5	5
1447356_at	5	5	8	5	5	5
1447357_at	5	5	5	5	5	128
1447358_at	5	6	6	6	6	6
1447359_at	4	5	5	5	5	6
1447360_at	5	5	5	5	5	19
1447361_at	5	5	5	5	5	5
1447362_at	5	5	5	5	8	6
1447363_s_at	5	5	5	257	214	65
1447364_x_at	11	11	8	55	190	54
1447365_at	5	5	5	5	5	5
1447366_at	5	5	5	5	5	6
1447367_at	13	68	39	10	10	10
1447368_at	5	6	5	202	123	6
1447369_at	6	6	6	6	6	6
1447370_at	5	6	6	14	5	6
1447371_at	5	6	5	5	5	6
1447372_at	45	6	5	6	11	83
1447373_at	6	14	7	7	6	6
1447374_at	13	14	117	38	28	118
1447375_at	5	5	5	5	57	5
1447376_at	4	4	4	4	4	5
1447377_at	4	4	4	4	4	4
1447378_at	6	8	8	8	7	8
1447379_at	7	15	7	6	15	24
1447380_at	5	5	5	5	5	5
1447381_at	7	8	24	8	126	47
1447382_at	5	5	6	5	5	5
1447383_at	10	10	10	10	10	16
1447384_at	6	5	6	8	5	32
1447385_at	10	5	5	5	5	5
1447386_at	6	7	6	6	6	7
1447387_at	6	6	6	6	5	6
1447388_at	6	6	6	6	6	6
1447389_at	6	7	7	7	6	7
1447390_at	6	6	6	6	6	7
1447391_at	5	5	5	5	5	5
1447392_s_at	6	323	72	168	167	814
1447393_at	5	5	5	5	5	5
1447394_at	5	6	6	5	5	6
1447395_at	6	6	6	6	6	7
1447396_at	5	5	5	5	5	5
1447397_at	5	5	5	5	5	5
1447398_at	5	5	5	5	5	5
1447399_at	5	5	5	5	5	5
1447400_at	91	5	16	5	5	25
1447401_at	5	5	6	5	5	6
1447402_at	5	6	6	6	6	6
1447403_a_at	21	16	106	57	99	107
1447404_at	5	5	5	8	5	5
1447405_at	14	7	12	5	5	5
1447406_at	6	112	11	112	64	9
1447407_at	5	6	6	5	5	6
1447408_at	15	5	6	20	13	5
1447409_at	4	4	4	23	9	226
1447410_at	6	9	9	8	9	8
1447411_at	7	5	5	5	5	35
1447412_at	5	5	20	4	4	6
1447413_at	88	8	13	16	23	9
1447414_at	5	6	6	6	6	6
1447415_at	24	7	190	5	216	7
1447416_at	5	5	5	5	5	5
1447417_at	165	12	8	266	871	1646
1447418_at	6	6	6	6	6	6
1447419_at	4	5	5	4	14	22
1447420_at	380	5	766	5	384	71
1447421_at	19	5	53	5	15	5
1447422_at	9	6	7	20	5	6
1447423_at	8	9	17	8	8	9
1447424_at	5	5	5	5	5	5
1447425_at	5	5	5	5	5	5
1447426_at	93	29	459	183	14	7
1447427_at	5	5	5	5	5	5
1447428_at	5	5	5	5	5	5
1447429_at	5	5	5	5	5	5
1447430_at	5	5	5	5	5	5
1447431_at	5	5	5	5	5	5
1447432_s_at	18	146	987	6	942	1862
1447433_at	6	8	6	6	6	6
1447434_at	163	5	5	5	5	5
1447435_at	5	6	6	5	5	6
1447436_at	5	6	6	6	9	6
1447437_at	6	6	6	6	5	6
1447438_at	5	5	5	5	5	5
1447439_at	5	5	5	5	5	5
1447440_at	5	5	5	5	5	5
1447441_at	6	6	22	6	6	10
1447442_at	5	6	6	5	5	6
1447443_at	5	7	5	5	5	5
1447444_at	5	5	5	5	5	5
1447445_at	18	48	107	8	28	9
1447446_at	5	5	5	5	5	5
1447447_s_at	317	685	284	305	1171	416
1447448_s_at	248	12	31	819	575	840
1447449_at	115	182	188	192	170	224
1447450_at	82	19	17	213	43	82
1447451_at	5	5	5	5	5	5
1447452_at	10	5	5	5	23	5
1447453_x_at	7	9	9	7	6	10
1447454_at	5	5	5	10	6	5
1447455_at	5	5	5	5	5	5
1447456_x_at	5	5	5	5	5	5
1447457_at	5	5	5	5	5	6
1447458_at	5	5	7	5	5	5
1447459_at	5	5	5	5	9	5
1447460_at	4	8	7	7	7	7
1447461_at	5	5	5	5	5	5
1447462_at	16	24	5	5	17	71
1447463_at	23	6	15	6	6	8
1447464_at	7	40	129	8	5	5
1447465_at	4	4	4	4	4	170
1447466_at	40	6	7	221	25	6
1447467_at	18	19	7	65	16	7
1447468_at	5	5	5	5	5	6
1447469_at	4	5	5	5	7	5
1447470_at	5	5	5	6	5	5
1447471_at	110	24	27	6	22	6
1447472_at	5	5	5	5	5	5
1447473_at	7	75	7	19	26	6
1447474_at	72	6	5	5	5	5
1447475_at	20	8	18	7	5	8
1447476_at	9	202	693	10	8	11
1447477_at	4	8	5	4	4	4
1447478_at	5	5	5	5	5	5
1447479_at	5	186	5	5	5	5
1447480_at	7	10	34	8	9	11
1447481_at	5	11	101	2135	12	1695
1447482_at	5	6	6	5	5	6
1447483_s_at	7	7	8	53	135	5
1447484_x_at	5	5	5	8	35	5
1447485_at	5	5	5	5	5	5
1447486_at	6	6	145	6	5	8
1447487_at	5	5	5	5	5	5
1447488_at	6	6	261	516	37	85
1447489_at	4	5	4	4	4	5
1447490_at	5	5	5	5	5	5
1447491_at	4	16	4	253	10	4
1447492_at	6	7	7	7	6	8
1447493_at	5	5	5	5	5	5
1447494_at	5	5	18	5	5	5
1447495_at	6	190	7	6	6	8
1447496_s_at	6	50	9	7	7	13
1447497_at	6	6	5	5	5	6
1447498_at	6	6	6	6	6	6
1447499_s_at	5	5	5	5	5	5
1447500_at	69	6	28	6	22	19
1447501_at	6	6	6	6	6	7
1447502_at	5	6	6	5	5	6
1447503_at	6	6	205	6	5	6
1447504_at	6	6	7	6	6	8
1447505_at	5	5	5	5	5	5
1447506_at	6	7	6	6	5	6
1447507_at	5	5	5	5	5	5
1447508_at	5	6	6	6	6	6
1447509_at	5	5	5	5	5	5
1447510_at	36	8	8	23	95	6
1447511_at	7	8	8	7	7	8
1447512_at	6	7	7	7	6	8
1447513_at	7	66	9	7	25	7
1447514_at	5	5	5	5	5	5
1447515_at	6	6	10	6	5	8
1447516_at	5	5	5	5	5	5
1447517_at	6	6	6	6	6	6
1447518_at	4	4	4	4	4	4
1447519_x_at	4	4	4	4	4	4
1447520_at	5	5	5	4	5	5
1447521_x_at	78	26	9	220	372	13
1447522_s_at	121	31	26	14	32	49
1447523_at	44	163	56	6	20	11
1447524_at	4	4	4	4	4	4
1447525_at	4	4	4	28	4	4
1447526_at	7	137	7	6	8	7
1447527_at	7	6	6	70	6	6
1447528_at	5	5	5	5	5	5
1447529_at	7	9	7	7	6	9
1447530_at	4	4	4	4	4	4
1447531_x_at	5	5	5	5	5	5
1447532_at	15	6	69	21	25	222
1447533_at	6	7	6	6	6	7
1447534_at	5	5	5	5	5	5
1447535_at	6	7	7	6	6	8
1447536_at	5	8	5	5	5	5
1447537_at	112	104	41	356	5	6
1447538_at	29	31	31	30	29	31
1447539_at	5	5	5	5	5	5
1447540_at	5	6	5	5	146	5
1447541_s_at	5	5	5	5	5	5
1447542_at	6	7	7	6	6	7
1447543_at	4	5	4	4	4	4
1447544_at	53	15	12	10	12	12
1447545_at	5	5	5	5	5	5
1447546_s_at	6	7	6	1219	98	367
1447547_at	25	13	5	5	5	5
1447548_at	5	5	5	5	5	5
1447549_x_at	4	4	4	4	4	4
1447550_at	12	10	10	9	22	263
1447551_x_at	23	26	25	5	89	6
1447552_s_at	5	5	5	5	6	23
1447553_x_at	6	6	10	6	6	52
1447554_at	5	5	5	5	5	5
1447555_at	6	6	6	8	6	6
1447556_x_at	5	9	6	6	5	6
1447557_at	4	18	4	4	4	4
1447558_at	6	5	5	5	9	5
1447559_at	5	5	5	5	5	5
1447560_at	4	4	4	4	4	4
1447561_at	5	39	5	5	5	5
1447562_at	6	6	6	6	6	6
1447563_at	4	4	4	4	4	4
1447564_x_at	6	6	6	6	6	7
1447565_at	5	6	6	5	5	6
1447566_at	5	8	6	5	5	6
1447567_at	6	202	175	6	6	6
1447568_at	20	6	6	6	6	6
1447569_at	380	2962	557	1468	708	306
1447570_s_at	61	66	380	32	101	58
1447571_at	9	9	134	23	111	223
1447572_at	5	5	5	5	5	5
1447573_at	19	32	4	4	4	4
1447574_s_at	114	133	51	58	52	88
1447575_at	6	7	7	7	7	8
1447576_at	6	6	7	6	6	6
1447577_x_at	4	4	4	4	4	4
1447578_at	5	6	6	5	5	7
1447579_at	5	5	5	5	5	5
1447580_at	6	7	178	92	27	10
1447581_at	6	7	7	7	7	8
1447582_x_at	5	5	5	5	5	5
1447583_x_at	93	7	11	7	7	9
1447584_s_at	5	5	5	5	43	6
1447585_s_at	462	545	4247	156	574	704
1447586_at	5	5	5	5	5	5
1447587_at	7	7	24	7	8	7
1447588_x_at	6	6	27	6	7	7
1447589_at	5	5	5	5	5	5
1447590_at	5	5	5	5	5	5
1447591_x_at	56	15	7	6	7	7
1447592_at	5	5	5	5	5	9
1447593_x_at	13	15	13	13	12	16
1447594_at	5	5	5	5	5	5
1447595_x_at	5	5	5	5	5	5
1447596_at	5	5	6	5	5	5
1447597_at	6	7	6	6	6	6
1447598_x_at	6	6	6	6	6	6
1447599_x_at	4	4	4	4	4	4
1447600_at	5	6	6	6	5	18
1447601_x_at	6	6	6	6	6	6
1447602_x_at	86	18	65	10	6	35
1447603_x_at	6	7	9	6	7	8
1447604_at	6	6	6	6	6	6
1447605_at	6	7	14	772	6	7
1447606_x_at	4	4	4	4	4	4
1447607_at	6	6	6	6	6	6
1447608_x_at	85	71	68	52	61	107
1447609_at	117	13	367	14	7	10
1447610_at	4	4	4	4	4	4
1447611_at	5	5	5	5	5	5
1447612_x_at	24	283	141	102	197	289
1447613_at	5	5	5	5	5	5
1447614_at	4	4	4	4	4	4
1447615_at	5	5	5	5	5	5
1447616_at	8	8	53	7	8	7
1447617_at	6	6	6	6	6	6
1447618_at	5	5	5	5	5	5
1447619_at	39	26	39	45	39	39
1447620_at	4	4	4	4	4	4
1447621_s_at	5	5	5	5	5	5
1447622_at	5	5	5	5	5	5
1447623_s_at	1287	772	73	5	1221	1060
1447624_s_at	1268	416	809	178	1010	806
1447625_at	4	4	4	4	4	4
1447626_x_at	4	4	4	4	4	4
1447627_at	4	4	4	4	4	4
1447628_x_at	5	216	5	7	13	21
1447629_at	6	9	9	6	5	6
1447630_x_at	6	6	6	6	6	6
1447631_at	8	5	5	11	12	14
1447632_at	5	5	7	5	5	26
1447633_x_at	5	5	5	5	5	5
1447634_x_at	4	4	4	4	4	5
1447635_at	5	5	5	5	5	5
1447636_x_at	10	10	10	11	7	10
1447637_at	6	6	6	6	5	6
1447638_at	5	6	6	6	5	6
1447639_x_at	6	6	6	6	6	6
1447640_s_at	144	114	69	6	177	1285
1447641_at	5	5	5	5	5	5
1447642_x_at	5	6	5	5	5	5
1447643_x_at	5	6	6	6	5	6
1447644_at	6	6	6	6	5	6
1447645_x_at	6	6	6	6	6	7
1447646_at	5	5	5	5	5	5
1447647_at	4	5	5	5	5	5
1447648_at	5	6	6	6	5	6
1447649_x_at	5	5	5	69	15	5
1447650_at	5	5	5	5	5	5
1447651_x_at	7	7	7	7	7	7
1447652_at	5	5	5	5	5	5
1447653_x_at	9	11	11	16	17	12
1447654_at	18	35	52	53	30	64
1447655_x_at	21	24	5	20	31	100
1447656_at	5	5	5	5	5	5
1447657_s_at	7	5	5	5	5	14
1447658_x_at	5	5	5	5	5	5
1447659_x_at	5	6	6	6	5	6
1447660_at	5	5	5	5	5	5
1447661_at	5	6	6	6	5	6
1447662_x_at	4	5	5	4	4	6
1447663_at	4	5	5	5	4	5
1447664_x_at	4	4	4	4	4	4
1447665_at	5	5	5	5	5	5
1447666_x_at	5	5	5	8	6	5
1447667_x_at	87	55	5	75	49	73
1447668_x_at	5	5	5	5	6	5
1447669_s_at	5	5	5	5	5	5
1447670_at	5	5	5	24	9	5
1447671_x_at	9	12	11	9	8	23
1447672_x_at	4	4	4	4	4	4
1447673_x_at	6	8	7	7	6	7
